學年度,設立別,學校類別,學校統計處代碼,學校名稱,縣市別,校舍總樓地板面積,校地面積總計,可使用校地-小計,可使用校地-校舍基地,可使用校地-露天運動場地,可使用校地-其他校地,無法使用校地
108,私立,技專校院,1042,高苑科技大學,高雄市,145268,109917,109917,27610,28338,53969,0
108,私立,技專校院,1043,大仁科技大學,屏東縣,117653,298689,298689,23927,31997,242765,0
108,私立,技專校院,1044,聖約翰科技大學,新北市,102828,112393,112393,21779,23341,67273,0
108,私立,技專校院,1045,嶺東科技大學,臺中市,121094,216707,216707,19935,18657,178115,0
108,私立,技專校院,1046,中國科技大學,臺北市,63104,54139,54139,10571,8674,34894,0
108,私立,技專校院,1046,中國科技大學,新竹縣,87062,141629,141629,11590,17162,112877,0
108,私立,技專校院,1047,中臺科技大學,臺中市,132545,97888,97888,18695,10072,69121,0
108,私立,一般大學,1048,亞洲大學,臺中市,182667,267069,267069,31904,18669,216496,0
108,私立,一般大學,1049,開南大學,桃園市,99793,160392,141347,21109,29898,90340,19045
108,私立,一般大學,1050,佛光大學,宜蘭縣,114852,578249,255071,25792,10400,218879,323178
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,臺南市,168988,144365,144365,32582,31621,80162,0
108,私立,技專校院,1052,遠東科技大學,臺南市,133703,120636,120636,26064,16620,77952,0
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,新竹市,88060,126024,81328,44606,14219,22503,44696
108,私立,技專校院,1054,景文科技大學,新北市,83387,116191,116191,14494,25243,76454,0
108,私立,技專校院,1055,中華醫事科技大學,臺南市,140806,93386,93386,20967,11325,61094,0
108,私立,技專校院,1056,東南科技大學,新北市,92945,114812,114812,14535,10446,89831,0
108,私立,技專校院,1057,德明財經科技大學,臺北市,69940,60832,60832,37840,11855,11137,0
108,私立,一般大學,1058,明道學校財團法人明道大學,彰化縣,87367,411278,411278,22757,59316,329205,0
108,私立,技專校院,1060,南開科技大學,南投縣,83218,92030,92030,14872,13055,64103,0
108,私立,技專校院,1061,中華學校財團法人中華科技大學,雲林縣,11611,296028,290575,2935,3124,284516,5453
108,私立,技專校院,1061,中華學校財團法人中華科技大學,臺北市,69052,54147,54147,21529,5600,27018,0
108,私立,技專校院,1061,中華學校財團法人中華科技大學,新竹縣,16066,87770,21489,16066,4423,1000,66281
108,私立,技專校院,1062,僑光科技大學,臺中市,110437,57262,57262,14966,7959,34337,0
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,新北市,0,79034,0,0,0,0,79034
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,苗栗縣,99312,117573,117573,45549,21428,50596,0
108,私立,技專校院,1064,美和學校財團法人美和科技大學,屏東縣,96995,50574,50574,15248,4951,30375,0
108,私立,技專校院,1065,吳鳳科技大學,嘉義縣,137614,132856,132856,25889,28320,78647,0
108,私立,技專校院,1066,環球學校財團法人環球科技大學,雲林縣,102368,298463,298463,25408,34351,238704,0
108,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,臺南市,99126,165287,109262,15360,10200,83702,56025
108,私立,技專校院,1068,中州學校財團法人中州科技大學,彰化縣,57492,60595,60595,13917,4348,42330,0
108,私立,技專校院,1069,修平學校財團法人修平科技大學,臺中市,81309,96032,96032,17433,12372,66227,0
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,桃園市,199268,139046,139046,30826,20886,87334,0
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,嘉義縣,133639,156216,156216,21863,12415,121938,0
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,臺北市,132074,86984,86984,27035,9689,50260,0
108,私立,技專校院,1072,大華學校財團法人敏實科技大學,新竹縣,87455,130526,90969,18451,7113,65405,39557
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,新北市,61670,55762,55762,14737,16500,24525,0
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,高雄市,98036,56870,56870,20687,28240,7943,0
108,私立,技專校院,1076,華夏學校財團法人華夏科技大學,新北市,61650,59646,59646,10634,1457,47555,0
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,花蓮縣,111801,210049,210049,17659,16992,175398,0
108,私立,技專校院,1078,致理學校財團法人致理科技大學,新北市,78656,60257,60257,9785,30266,20206,0
108,私立,一般大學,1079,康寧學校財團法人康寧大學,臺北市,41351,73601,50200,7448,2979,39773,23401
108,私立,一般大學,1079,康寧學校財團法人康寧大學,臺南市,74309,191687,191687,13562,52162,125963,0
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,新北市,101921,125660,122444,19089,13206,90149,3216
108,私立,技專校院,1081,東方學校財團法人東方設計大學,高雄市,85569,90144,90144,15342,22582,52220,0
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,基隆市,39450,50044,50044,37095,12100,849,0
108,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,新北市,0,261600,786,0,0,786,260814
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,臺北市,25420,34264,34264,8775,6608,18881,0
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,新北市,62141,41071,41071,10483,1296,29292,0
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,臺南市,53138,265257,254931,13624,75000,166307,10326
108,私立,技專校院,1148,大漢技術學院,花蓮縣,62319,189052,189052,20644,73443,94965,0
108,私立,技專校院,1159,和春技術學院,高雄市,147350,112497,112497,33297,19674,59526,0
108,私立,技專校院,1166,亞東技術學院,新北市,108786,65921,60283,9956,6409,43918,5638
108,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,桃園市,90159,52393,52393,13510,14120,24763,0
108,私立,一般大學,1176,稻江科技暨管理學院,嘉義縣,55882,358350,358350,18012,47800,292538,0
108,私立,技專校院,1182,蘭陽技術學院,宜蘭縣,85802,82300,77816,18780,14387,44649,4484
108,私立,技專校院,1183,黎明技術學院,新北市,58230,75229,75229,50525,11192,13512,0
108,私立,技專校院,1185,經國管理暨健康學院,基隆市,50186,121675,115890,8712,12000,95178,5785
108,私立,技專校院,1188,大同技術學院,嘉義縣,23998,98179,98179,4787,47401,45991,0
108,私立,技專校院,1188,大同技術學院,嘉義市,36371,24309,24309,7432,1980,14897,0
108,私立,技專校院,1192,臺灣觀光學院,花蓮縣,39488,140340,140340,8382,24651,107307,0
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,新北市,65251,192236,192236,14425,11726,166085,0
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,臺北市,2853,529,529,529,0,0,0
108,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,新北市,65798,299113,220970,135451,21956,63563,78143
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,臺北市,26612,14547,14544,5200,814,8530,3
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,新北市,46831,122732,85648,7523,4349,73776,37084
108,私立,技專校院,1283,仁德醫護管理專科學校,苗栗縣,81227,60786,60786,18603,6146,36037,0
108,私立,技專校院,1284,樹人醫護管理專科學校,高雄市,77805,148095,148095,17703,22834,107558,0
108,私立,技專校院,1285,慈惠醫護管理專科學校,屏東縣,63255,195875,195875,11670,35881,148324,0
108,私立,技專校院,1286,耕莘健康管理專科學校,宜蘭縣,39327,94618,94618,12778,17645,64195,0
108,私立,技專校院,1286,耕莘健康管理專科學校,基隆市,0,53630,53630,0,0,53630,0
108,私立,技專校院,1286,耕莘健康管理專科學校,新北市,35254,19875,19875,4908,3211,11756,0
108,私立,技專校院,1287,敏惠醫護管理專科學校,臺南市,34392,122936,110347,29661,3327,77359,12589
108,私立,技專校院,1289,育英醫護管理專科學校,高雄市,17354,74491,74491,4523,6359,63609,0
108,私立,技專校院,1291,聖母醫護管理專科學校,宜蘭縣,33138,41772,41772,9352,3241,29179,0
108,私立,技專校院,1292,新生醫護管理專科學校,桃園市,102676,114007,114007,27676,7780,78551,0
108,私立,技專校院,1293,崇仁醫護管理專科學校,嘉義縣,34297,98000,98000,5868,5720,86412,0
108,私立,技專校院,1293,崇仁醫護管理專科學校,嘉義市,15435,23215,23215,3022,4712,15481,0
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,臺北市,8313,24100,24100,13442,0,10658,0
108,私立,宗教研修學院,1R03,臺北基督學院,新北市,21076,37503,37503,7054,3925,26524,0
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,高雄市,22021,41911,27710,10525,0,17185,14201
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,臺北市,10453,65191,65191,5460,608,59123,0
108,私立,宗教研修學院,1R06,一貫道崇德學院,南投縣,12485,20541,19100,4100,0,15000,1441
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,臺南市,11454,28149,28149,28149,0,0,0
108,公立,一般大學,3002,臺北市立大學,臺北市,233903,1319332,1319332,34182,1223472,61678,0
109,公立,一般大學,0001,國立政治大學,臺北市,423328,1093284,1074092,89646,70032,914414,19192
109,公立,一般大學,0002,國立清華大學,臺北市,2149,1983,1983,1176,0,807,0
109,公立,一般大學,0002,國立清華大學,新竹縣,0,101134,0,0,0,0,101134
109,公立,一般大學,0002,國立清華大學,新竹市,592996,1119623,1119623,139494,48113,932016,0
109,公立,一般大學,0003,國立臺灣大學,臺北市,1284750,1368343,1368343,472117,33529,862697,0
109,公立,一般大學,0004,國立臺灣師範大學,臺北市,349231,223682,223682,112097,55314,56271,0
109,公立,一般大學,0004,國立臺灣師範大學,新北市,91567,328773,328773,25578,38552,264643,0
109,公立,一般大學,0005,國立成功大學,臺南市,936334,1855748,1855748,238668,45345,1571735,0
109,公立,一般大學,0006,國立中興大學,臺中市,556358,531525,531525,100470,30909,400146,0
109,公立,一般大學,0007,國立陽明交通大學,臺北市,3477,1793,1793,1172,0,621,0
109,公立,一般大學,0007,國立陽明交通大學,桃園市,0,26824,26824,0,0,26824,0
109,公立,一般大學,0007,國立陽明交通大學,新竹縣,11269,25001,25001,3504,0,21497,0
109,公立,一般大學,0007,國立陽明交通大學,新竹市,571608,770103,770103,109269,97928,562906,0
109,公立,一般大學,0007,國立陽明交通大學,臺南市,30890,81991,81991,6969,550,74472,0
109,公立,一般大學,0008,國立中央大學,宜蘭縣,0,15,15,0,0,15,0
109,公立,一般大學,0008,國立中央大學,臺東縣,0,15,15,0,0,15,0
109,公立,一般大學,0008,國立中央大學,臺中市,0,791,791,0,0,791,0
109,公立,一般大學,0008,國立中央大學,南投縣,496,930,930,195,0,735,0
109,公立,一般大學,0008,國立中央大學,臺北市,0,30,30,0,0,30,0
109,公立,一般大學,0008,國立中央大學,基隆市,0,15,15,0,0,15,0
109,公立,一般大學,0008,國立中央大學,桃園市,421943,636365,636365,102914,22143,511308,0
109,公立,一般大學,0008,國立中央大學,嘉義縣,165,1002,1002,134,0,868,0
109,公立,一般大學,0008,國立中央大學,嘉義市,0,15,15,0,0,15,0
109,公立,一般大學,0008,國立中央大學,屏東縣,0,15,15,0,0,15,0
109,公立,一般大學,0009,國立中山大學,高雄市,334953,734097,289469,64530,70000,154939,444628
109,公立,一般大學,0012,國立臺灣海洋大學,基隆市,206412,331358,244936,54010,15383,175543,86422
109,公立,一般大學,0012,國立臺灣海洋大學,連江縣,2379,7054,7054,1239,192,5623,0
109,公立,一般大學,0013,國立中正大學,臺北市,373,33,33,33,0,0,0
109,公立,一般大學,0013,國立中正大學,嘉義縣,495098,1305847,1305847,121975,12738,1171134,0
109,公立,一般大學,0013,國立中正大學,嘉義市,2352,1300,1300,618,0,682,0
109,公立,一般大學,0014,國立高雄師範大學,高雄市,228246,646680,646680,110063,33836,502781,0
109,公立,一般大學,0015,國立彰化師範大學,臺中市,577,517,517,283,0,234,0
109,公立,一般大學,0015,國立彰化師範大學,彰化縣,228152,516254,516254,49836,33647,432771,0
109,公立,一般大學,0016,國立陽明大學,臺北市,228732,499665,237472,41918,28740,166814,262193
109,公立,一般大學,0017,國立臺北大學,臺北市,67744,45547,45547,12898,4074,28575,0
109,公立,一般大學,0017,國立臺北大學,新北市,256305,545315,545315,42251,23158,479906,0
109,公立,一般大學,0018,國立嘉義大學,嘉義縣,101823,200405,200405,25023,32900,142482,0
109,公立,一般大學,0018,國立嘉義大學,嘉義市,283648,1484492,1144254,71119,77305,995830,340238
109,公立,一般大學,0019,國立高雄大學,高雄市,219915,825197,825197,64279,51356,709562,0
109,公立,一般大學,0020,國立東華大學,花蓮縣,405882,2469551,2469551,374271,77725,2017555,0
109,公立,一般大學,0020,國立東華大學,臺北市,107,139,139,107,32,0,0
109,公立,一般大學,0021,國立暨南國際大學,南投縣,212394,1484596,1484596,61509,53400,1369687,0
109,公立,技專校院,0022,國立臺灣科技大學,臺北市,252485,120373,99831,33394,14261,52176,20542
109,公立,技專校院,0022,國立臺灣科技大學,基隆市,0,98959,98959,0,0,98959,0
109,公立,技專校院,0022,國立臺灣科技大學,新北市,227,56693,56693,227,0,56466,0
109,公立,技專校院,0022,國立臺灣科技大學,新竹縣,1736,70406,70406,9027,0,61379,0
109,公立,技專校院,0023,國立雲林科技大學,雲林縣,285317,581510,581510,82391,58002,441117,0
109,公立,技專校院,0024,國立屏東科技大學,臺東縣,181,5760622,181,181,0,0,5760441
109,公立,技專校院,0024,國立屏東科技大學,臺北市,135,51,51,51,0,0,0
109,公立,技專校院,0024,國立屏東科技大學,屏東縣,323551,5653661,2655830,146121,48219,2461490,2997831
109,公立,技專校院,0025,國立臺北科技大學,臺北市,212869,96573,96573,30091,11744,54738,0
109,公立,技專校院,0025,國立臺北科技大學,基隆市,0,309146,0,0,0,0,309146
109,公立,技專校院,0025,國立臺北科技大學,新北市,1925,1531469,51250,0,0,51250,1480219
109,公立,技專校院,0025,國立臺北科技大學,桃園市,0,1767,0,0,0,0,1767
109,公立,一般大學,0028,國立臺北藝術大學,臺北市,124581,370855,128966,41368,15136,72462,241889
109,公立,一般大學,0029,國立臺灣藝術大學,新北市,71071,118054,78959,19703,10350,48906,39095
109,公立,一般大學,0030,國立臺東大學,臺東縣,231237,712957,653063,68146,37100,547817,59894
109,公立,一般大學,0031,國立宜蘭大學,宜蘭縣,196312,524247,524247,50267,18515,455465,0
109,公立,一般大學,0032,國立聯合大學,苗栗縣,217255,769619,769619,46328,21766,701525,0
109,公立,技專校院,0033,國立虎尾科技大學,雲林縣,190450,372754,372754,57019,37290,278445,0
109,公立,一般大學,0035,國立臺南藝術大學,臺南市,98695,575457,325457,35337,10144,279976,250000
109,公立,一般大學,0036,國立臺南大學,臺南市,122079,117902,117902,29577,18515,69810,0
109,公立,一般大學,0037,國立臺北教育大學,臺北市,97145,78006,77595,22893,12666,42036,411
109,公立,一般大學,0039,國立臺中教育大學,臺中市,123098,100497,100497,29821,16083,54593,0
109,公立,技專校院,0042,國立澎湖科技大學,澎湖縣,101012,458395,458395,21699,16552,420144,0
109,公立,技專校院,0043,國立勤益科技大學,臺中市,167416,327477,301705,32216,30653,238836,25772
109,公立,一般大學,0044,國立體育大學,桃園市,139114,642436,630514,72979,92107,465428,11922
109,公立,技專校院,0046,國立臺北護理健康大學,臺北市,74997,82828,82828,20582,15399,46847,0
109,公立,技專校院,0047,國立高雄餐旅大學,高雄市,105706,150044,150044,18825,8578,122641,0
109,公立,一般大學,0048,國立金門大學,金門縣,88497,202169,202169,21870,7500,172799,0
109,公立,一般大學,0049,國立臺灣體育運動大學,臺中市,86887,142740,142740,31104,86711,24925,0
109,公立,技專校院,0050,國立臺中科技大學,臺中市,171551,146861,146861,22552,11928,112381,0
109,公立,技專校院,0051,國立臺北商業大學,臺北市,63866,19955,19955,7839,1488,10628,0
109,公立,技專校院,0051,國立臺北商業大學,新北市,956,0,0,0,0,0,0
109,公立,技專校院,0051,國立臺北商業大學,桃園市,37276,77225,73301,7053,7874,58374,3924
109,公立,一般大學,0052,國立屏東大學,屏東縣,241656,513336,423913,57224,56568,310121,89423
109,公立,技專校院,0053,國立高雄科技大學,高雄市,608564,2161680,1241144,164560,96433,980151,920536
109,公立,技專校院,0144,國立臺灣戲曲學院,臺北市,65174,51930,49778,15556,2271,31951,2152
109,公立,技專校院,0221,國立臺南護理專科學校,臺南市,48909,30000,30000,7252,726,22022,0
109,公立,技專校院,0222,國立臺東專科學校,臺東縣,94597,256088,256088,33498,92346,130244,0
109,私立,一般大學,1001,東海大學,臺中市,327331,1339086,1339086,110260,72377,1156449,0
109,私立,一般大學,1002,輔仁大學,新北市,355323,348361,348361,76393,45120,226848,0
109,私立,一般大學,1003,東吳大學,臺北市,168757,158154,114424,24654,16155,73615,43730
109,私立,一般大學,1004,中原大學,桃園市,304980,348893,348893,60885,49725,238283,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,宜蘭縣,48270,404553,404553,10402,19392,374759,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,臺北市,13633,3249,3249,3249,0,0,0
109,私立,一般大學,1005,淡江大學學校財團法人淡江大學,新北市,223045,217126,217126,35072,25809,156245,0
109,私立,一般大學,1006,中國文化大學,臺北市,230318,232963,232963,112595,4376,115992,0
109,私立,一般大學,1006,中國文化大學,新北市,0,918310,918310,0,0,918310,0
109,私立,一般大學,1007,逢甲大學,臺中市,341675,263143,263143,47849,35496,179798,0
109,私立,一般大學,1008,靜宜大學,臺中市,201148,303395,303395,42347,50000,211048,0
109,私立,一般大學,1009,長庚大學,桃園市,410500,371309,371309,61751,42229,267329,0
109,私立,一般大學,1010,元智大學,新北市,0,25194,25194,0,0,25194,0
109,私立,一般大學,1010,元智大學,桃園市,200548,181150,181150,37797,24110,119243,0
109,私立,一般大學,1011,中華大學學校財團法人中華大學,新竹市,122225,189055,189055,28774,40800,119481,0
109,私立,一般大學,1012,大葉大學,彰化縣,204420,342099,342099,29587,27334,285178,0
109,私立,一般大學,1013,華梵大學,新北市,60019,306760,300296,126506,10525,163265,6464
109,私立,一般大學,1014,義守大學,高雄市,471637,289072,289072,57928,42081,189063,0
109,私立,一般大學,1015,世新大學,臺北市,186073,77626,77626,14426,8948,54252,0
109,私立,一般大學,1015,世新大學,新北市,16203,200734,200734,4235,0,196499,0
109,私立,一般大學,1016,銘傳大學,臺北市,65050,42315,42315,14083,8262,19970,0
109,私立,一般大學,1016,銘傳大學,新北市,11721,0,0,0,0,0,0
109,私立,一般大學,1016,銘傳大學,桃園市,139078,188464,188464,19036,15062,154366,0
109,私立,一般大學,1016,銘傳大學,金門縣,7427,300000,150000,3843,0,146157,150000
109,私立,一般大學,1017,實踐大學,臺北市,111064,54392,45725,14773,2000,28952,8667
109,私立,一般大學,1017,實踐大學,新北市,0,340171,0,0,0,0,340171
109,私立,一般大學,1017,實踐大學,高雄市,76350,429411,429411,19914,30913,378584,0
109,私立,技專校院,1018,朝陽科技大學,臺中市,149932,663900,663900,14331,23854,625715,0
109,私立,一般大學,1019,高雄醫學大學,高雄市,169987,107243,107243,34239,17699,55305,0
109,私立,一般大學,1019,高雄醫學大學,屏東縣,0,17711,17711,0,0,17711,0
109,私立,一般大學,1020,南華大學,嘉義縣,140057,629051,629051,28587,55597,544867,0
109,私立,一般大學,1021,真理大學,新北市,82447,91466,91466,18277,36913,36276,0
109,私立,一般大學,1021,真理大學,臺南市,87163,227619,227619,19262,17643,190714,0
109,私立,一般大學,1021,真理大學,高雄市,390,37,37,37,0,0,0
109,私立,一般大學,1022,大同大學,臺北市,96593,57895,57895,8254,14240,35401,0
109,私立,技專校院,1023,南臺學校財團法人南臺科技大學,臺南市,270522,164598,164598,43735,21830,99033,0
109,私立,技專校院,1024,崑山科技大學,臺南市,198646,163859,162801,31905,47686,83210,1058
109,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,臺南市,306720,254945,254945,55549,32190,167206,0
109,私立,技專校院,1026,樹德科技大學,高雄市,171804,377715,374543,30801,34320,309422,3172
109,私立,一般大學,1027,慈濟學校財團法人慈濟大學,花蓮縣,287045,629820,629820,86708,60258,482854,0
109,私立,一般大學,1028,臺北醫學大學,臺北市,111371,73812,71522,26666,12381,32475,2290
109,私立,一般大學,1029,中山醫學大學,臺中市,126832,90127,90090,22739,21678,45673,37
109,私立,一般大學,1029,中山醫學大學,苗栗縣,0,418028,0,0,0,0,418028
109,私立,技專校院,1030,龍華科技大學,桃園市,98742,70855,70855,18372,4145,48338,0
109,私立,技專校院,1031,輔英科技大學,高雄市,133545,172828,170661,29064,42759,98838,2167
109,私立,技專校院,1032,明新學校財團法人明新科技大學,新竹縣,154952,232807,232807,42195,45270,145342,0
109,私立,一般大學,1033,長榮大學,臺南市,165185,273715,273715,31578,37046,205091,0
109,私立,技專校院,1034,弘光科技大學,臺中市,150122,99636,99636,22573,18942,58121,0
109,私立,一般大學,1035,中國醫藥大學,臺中市,178357,192631,52225,13774,4971,33480,140406
109,私立,一般大學,1035,中國醫藥大學,雲林縣,16315,18723,18723,3043,2160,13520,0
109,私立,技專校院,1036,健行學校財團法人健行科技大學,桃園市,150689,48747,48747,17431,7180,24136,0
109,私立,技專校院,1037,正修學校財團法人正修科技大學,高雄市,207958,89027,89027,40060,9026,39941,0
109,私立,技專校院,1038,萬能學校財團法人萬能科技大學,桃園市,106107,90760,67280,16285,21300,29695,23480
109,私立,一般大學,1039,玄奘大學,新竹市,95673,165321,165321,20409,17970,126942,0
109,私立,技專校院,1040,建國科技大學,彰化縣,95092,99031,99031,18276,14608,66147,0
109,私立,技專校院,1041,明志科技大學,新北市,183679,619031,619031,22479,38210,558342,0
109,私立,技專校院,1042,高苑科技大學,高雄市,145268,109917,109917,27610,28338,53969,0
109,私立,技專校院,1043,大仁科技大學,屏東縣,117653,321278,321278,23927,31997,265354,0
109,私立,技專校院,1044,聖約翰科技大學,新北市,102828,112393,112393,21779,23341,67273,0
109,私立,技專校院,1045,嶺東科技大學,臺中市,121094,216707,216707,19935,18657,178115,0
109,私立,技專校院,1046,中國科技大學,臺北市,63104,54139,54139,10571,8674,34894,0
109,私立,技專校院,1046,中國科技大學,新竹縣,87062,141629,141629,11590,17162,112877,0
109,私立,技專校院,1047,中臺科技大學,臺中市,132545,97888,97888,18695,10072,69121,0
109,私立,一般大學,1048,亞洲大學,臺中市,182667,267068,267068,31904,18669,216495,0
109,私立,一般大學,1049,開南大學,桃園市,107606,152381,132381,29898,85054,17429,20000
109,私立,一般大學,1050,佛光大學,宜蘭縣,114852,578249,255071,25792,10400,218879,323178
109,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,臺南市,168994,144365,144365,32582,31621,80162,0
109,私立,技專校院,1052,遠東科技大學,臺南市,133703,120636,120636,26064,16620,77952,0
109,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,新竹市,88060,126024,81328,44606,14219,22503,44696
109,私立,技專校院,1054,景文科技大學,新北市,83387,116191,116191,14494,25243,76454,0
109,私立,技專校院,1055,中華醫事科技大學,臺南市,140806,91388,91388,20967,11325,59096,0
109,私立,技專校院,1056,東南科技大學,新北市,92945,114812,114812,14535,10446,89831,0
109,私立,技專校院,1057,德明財經科技大學,臺北市,70112,60832,60832,37840,11855,11137,0
109,私立,一般大學,1058,明道學校財團法人明道大學,彰化縣,87367,411278,411278,22757,59316,329205,0
109,私立,技專校院,1060,南開科技大學,南投縣,83463,92030,92030,15162,13055,63813,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,雲林縣,11611,296028,290575,2935,3124,284516,5453
109,私立,技專校院,1061,中華學校財團法人中華科技大學,臺北市,69052,54147,54147,21529,5600,27018,0
109,私立,技專校院,1061,中華學校財團法人中華科技大學,新竹縣,16066,87770,21489,16066,4423,1000,66281
109,私立,技專校院,1062,僑光科技大學,臺中市,110437,57262,57262,14966,7959,34337,0
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,新北市,0,79034,0,0,0,0,79034
109,私立,技專校院,1063,廣亞學校財團法人育達科技大學,苗栗縣,99312,117573,117573,45549,21428,50596,0
109,私立,技專校院,1064,美和學校財團法人美和科技大學,屏東縣,96995,50574,50574,15248,4951,30375,0
109,私立,技專校院,1065,吳鳳科技大學,嘉義縣,137614,132856,132856,25889,28320,78647,0
109,私立,技專校院,1066,環球學校財團法人環球科技大學,雲林縣,102368,298463,298463,25408,34351,238704,0
109,私立,一般大學,1067,台灣首府學校財團法人台灣首府大學,臺南市,99126,165287,109262,15360,10200,83702,56025
109,私立,技專校院,1068,中州學校財團法人中州科技大學,彰化縣,57492,60595,60595,13917,4348,42330,0
109,私立,技專校院,1069,修平學校財團法人修平科技大學,臺中市,81309,96032,96032,17433,12372,66227,0
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,桃園市,199268,139046,139046,30826,20886,87334,0
109,私立,技專校院,1070,長庚學校財團法人長庚科技大學,嘉義縣,133639,156216,156216,21863,12415,121938,0
109,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,臺北市,129578,86984,86984,27035,9689,50260,0
109,私立,技專校院,1072,大華學校財團法人敏實科技大學,新竹縣,87455,130526,90969,18451,7113,65405,39557
109,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,新北市,69868,55762,55762,14737,16500,24525,0
109,私立,技專校院,1075,文藻學校財團法人文藻外語大學,高雄市,98036,56870,56870,20687,28240,7943,0
109,私立,技專校院,1076,華夏學校財團法人華夏科技大學,新北市,61650,59646,59646,10634,1457,47555,0
109,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,花蓮縣,113307,210049,210049,17659,16992,175398,0
109,私立,技專校院,1078,致理學校財團法人致理科技大學,新北市,78656,60257,60257,9785,30266,20206,0
109,私立,一般大學,1079,康寧學校財團法人康寧大學,臺北市,41351,73601,50200,7448,2979,39773,23401
109,私立,一般大學,1079,康寧學校財團法人康寧大學,臺南市,74309,191687,191687,13562,52162,125963,0
109,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,新北市,101921,125660,122444,19089,13206,90149,3216
109,私立,技專校院,1081,東方學校財團法人東方設計大學,高雄市,85569,90144,90144,15342,22582,52220,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,基隆市,39450,50044,50044,37095,12100,849,0
109,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,新北市,0,261600,786,0,0,786,260814
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,臺北市,25420,34264,34264,8775,6608,18881,0
109,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,新北市,62141,41071,41071,10483,1296,29292,0
109,私立,一般大學,1125,中信學校財團法人中信金融管理學院,臺南市,53138,265257,254931,13624,75000,166307,10326
109,私立,技專校院,1148,大漢技術學院,花蓮縣,62172,189052,189052,20644,73443,94965,0
109,私立,技專校院,1159,和春技術學院,高雄市,147350,112497,112497,33297,19674,59526,0
109,私立,技專校院,1166,亞東技術學院,新北市,108775,65921,59117,9956,6409,42752,6804
109,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,桃園市,90159,51396,51396,13510,14120,23766,0
109,私立,一般大學,1176,稻江科技暨管理學院,嘉義縣,55882,358350,358350,18012,47800,292538,0
109,私立,技專校院,1182,蘭陽技術學院,宜蘭縣,85802,82300,77816,18780,14387,44649,4484
109,私立,技專校院,1183,黎明技術學院,新北市,58230,75229,75229,50525,11192,13512,0
109,私立,技專校院,1185,經國管理暨健康學院,基隆市,50186,121675,115890,8712,12000,95178,5785
109,私立,技專校院,1188,大同技術學院,嘉義縣,23998,98179,98179,4787,47401,45991,0
109,私立,技專校院,1188,大同技術學院,嘉義市,36371,24309,24309,7432,1980,14897,0
109,私立,技專校院,1192,臺灣觀光學院,花蓮縣,39488,140340,140340,8382,24651,107307,0
109,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,新北市,65251,192236,192236,14425,11726,166085,0
