,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,系所名稱,學制,校際選課人次
,101,1,公立,技專校院,26,國立高雄第一科技大學,行銷與流通管理系,學士班(日間),7
,101,1,公立,技專校院,26,國立高雄第一科技大學,資訊管理系,學士班(日間),5
,101,1,公立,技專校院,26,國立高雄第一科技大學,光電工程研究所,碩士班(日間),1
,101,1,公立,技專校院,26,國立高雄第一科技大學,電腦與通訊工程系,學士班(日間),8
,101,1,公立,技專校院,26,國立高雄第一科技大學,電腦與通訊工程系,碩士班(日間),11
,101,1,公立,技專校院,26,國立高雄第一科技大學,系統資訊與控制研究所,碩士班(日間),3
,101,1,公立,技專校院,26,國立高雄第一科技大學,工程科技研究所,博士班,1
,101,1,公立,技專校院,26,國立高雄第一科技大學,學士後數位內容編程學士學位學程,學士班(日間),1
,101,1,公立,技專校院,27,國立高雄應用科技大學,應用外語系,學士班(日間),7
,101,1,公立,技專校院,27,國立高雄應用科技大學,文化創意產業系,碩士班(日間),7
,101,1,公立,技專校院,27,國立高雄應用科技大學,國際企業系,學士班(進修),1
,101,1,公立,技專校院,27,國立高雄應用科技大學,財富與稅務管理系,學士班(進修),1
,101,1,公立,技專校院,27,國立高雄應用科技大學,人力資源發展系,學士班(日間),1
,101,1,公立,技專校院,27,國立高雄應用科技大學,文化事業發展系,學士班(日間),1
,101,1,公立,技專校院,27,國立高雄應用科技大學,電機工程系,學士班(日間),6
,101,1,公立,技專校院,27,國立高雄應用科技大學,電機工程系,學士班(進修),3
,101,1,公立,技專校院,27,國立高雄應用科技大學,電機工程系,碩士班(日間),1
,101,1,公立,技專校院,27,國立高雄應用科技大學,電子工程系,學士班(日間),1
,101,1,公立,技專校院,27,國立高雄應用科技大學,電子工程系,學士班(進修),6
,101,1,公立,技專校院,27,國立高雄應用科技大學,電子工程系,碩士班(日間),9
,101,1,公立,技專校院,27,國立高雄應用科技大學,電子工程系,博士班,1
,101,1,公立,技專校院,27,國立高雄應用科技大學,資訊工程系,學士班(日間),1
,101,1,公立,技專校院,27,國立高雄應用科技大學,機械工程系,學士班(日間),1
,101,1,公立,技專校院,27,國立高雄應用科技大學,機械工程系,學士班(進修),1
,101,1,公立,技專校院,27,國立高雄應用科技大學,模具工程系,學士班(日間),1
,101,1,公立,技專校院,27,國立高雄應用科技大學,土木工程系,學士班(日間),2
,101,1,公立,技專校院,27,國立高雄應用科技大學,土木工程科技研究所,博士班,1
,101,1,公立,技專校院,27,國立高雄應用科技大學,化學工程與材料工程系,學士班(進修),14
,101,1,公立,技專校院,27,國立高雄應用科技大學,觀光管理系,學士班(日間),2
,101,1,公立,技專校院,27,國立高雄應用科技大學,觀光管理系,學士班(進修),1
,101,1,公立,技專校院,33,國立虎尾科技大學,生物科技系,學士班(日間),1
,101,1,公立,技專校院,33,國立虎尾科技大學,電機工程系,學士班(進修),1
,101,1,公立,技專校院,33,國立虎尾科技大學,電機工程系,碩士班(日間),10
,101,1,公立,技專校院,33,國立虎尾科技大學,光電工程系,學士班(日間),1
,101,1,公立,技專校院,33,國立虎尾科技大學,機械設計工程系,學士班(日間),1
,101,1,公立,技專校院,33,國立虎尾科技大學,機械與電腦輔助工程系,碩士班(日間),1
,101,1,公立,技專校院,33,國立虎尾科技大學,機械與機電工程研究所,碩士班(日間),2
,101,1,公立,技專校院,33,國立虎尾科技大學,材料科學與工程系,學士班(日間),1
,101,1,公立,技專校院,33,國立虎尾科技大學,休閒遊憩系,碩士班(日間),1
,101,1,公立,技專校院,34,國立高雄海洋科技大學,運籌管理系,學士班(日間),3
,101,1,公立,技專校院,34,國立高雄海洋科技大學,微電子工程系,學士班(日間),4
,101,1,公立,技專校院,34,國立高雄海洋科技大學,電訊工程系,學士班(日間),27
,101,1,公立,技專校院,34,國立高雄海洋科技大學,電訊工程系,學士班(進修),2
,101,1,公立,技專校院,34,國立高雄海洋科技大學,電訊工程系,碩士班(日間),4
,101,1,公立,技專校院,34,國立高雄海洋科技大學,輪機工程系,學士班(進修),2
,101,1,公立,技專校院,34,國立高雄海洋科技大學,輪機工程系,碩士班(日間),1
,101,1,公立,技專校院,34,國立高雄海洋科技大學,海洋環境工程系,碩士班(日間),2
,101,1,公立,技專校院,34,國立高雄海洋科技大學,航運管理系,學士班(進修),4
,101,1,公立,技專校院,42,國立澎湖科技大學,應用外語系,學士班(日間),3
,101,1,公立,技專校院,42,國立澎湖科技大學,行銷與物流管理系,學士班(日間),3
,101,1,公立,技專校院,42,國立澎湖科技大學,資訊工程系,學士班(日間),1
,101,1,公立,技專校院,42,國立澎湖科技大學,電信工程系,學士班(日間),2
,101,1,公立,技專校院,42,國立澎湖科技大學,食品科學系,學士班(日間),1
,101,1,公立,技專校院,42,國立澎湖科技大學,餐旅管理系,學士班(日間),2
,101,1,公立,技專校院,42,國立澎湖科技大學,觀光休閒系,學士班(日間),2
,101,1,公立,技專校院,42,國立澎湖科技大學,海洋運動與遊憩系,學士班(日間),1
,101,1,公立,技專校院,42,國立澎湖科技大學,航運管理系,學士班(日間),1
,101,1,公立,技專校院,43,國立勤益科技大學,應用英語系,學士班(進修),1
,101,1,公立,技專校院,43,國立勤益科技大學,企業管理系,學士班(日間),1
,101,1,公立,技專校院,43,國立勤益科技大學,流通管理系,學士班(日間),16
,101,1,公立,技專校院,43,國立勤益科技大學,文化創意事業系,學士班(日間),3
,101,1,公立,技專校院,43,國立勤益科技大學,資訊管理系,學士班(進修),1
,101,1,公立,技專校院,43,國立勤益科技大學,電機工程系,學士班(日間),1
,101,1,公立,技專校院,43,國立勤益科技大學,機械工程系,學士班(進修),1
,101,1,公立,技專校院,43,國立勤益科技大學,化工與材料工程系,學士班(日間),2
,101,1,公立,技專校院,43,國立勤益科技大學,工業工程與管理系,學士班(日間),2
,101,1,公立,技專校院,43,國立勤益科技大學,工業工程與管理系,碩士班(日間),3
,101,1,公立,技專校院,43,國立勤益科技大學,冷凍空調與能源系,學士班(進修),1
,101,1,公立,技專校院,46,國立臺北護理健康大學,生死教育輔導所,碩士班(日間),4
,101,1,公立,技專校院,46,國立臺北護理健康大學,資訊管理系,學士班(日間),10
,101,1,公立,技專校院,46,國立臺北護理健康大學,護理系,學士班(日間),12
,101,1,公立,技專校院,46,國立臺北護理健康大學,長期照護研究所,碩士班(日間),1
,101,1,公立,技專校院,46,國立臺北護理健康大學,健康事業管理系,學士班(日間),17
,101,1,公立,技專校院,46,國立臺北護理健康大學,旅遊健康研究所,碩士班(日間),1
,101,1,公立,技專校院,46,國立臺北護理健康大學,運動保健系,學士班(日間),8
,101,1,公立,技專校院,47,國立高雄餐旅大學,旅館管理系,學士班(進修),1
,101,1,公立,技專校院,47,國立高雄餐旅大學,餐旅暨會展行銷管理系,學士班(進修),1
,101,1,公立,技專校院,50,國立臺中科技大學,應用中文系,學士班(日間),2
,101,1,公立,技專校院,50,國立臺中科技大學,應用英語科,五專,1
,101,1,公立,技專校院,50,國立臺中科技大學,多媒體設計系,學士班(日間),2
,101,1,公立,技專校院,50,國立臺中科技大學,商業設計系,學士班(進修),1
,101,1,公立,技專校院,50,國立臺中科技大學,室內設計系,學士班(日間),1
,101,1,公立,技專校院,50,國立臺中科技大學,企業管理系,學士班(日間),1
,101,1,公立,技專校院,50,國立臺中科技大學,國際貿易系(科),學士班(進修),1
,101,1,公立,技專校院,50,國立臺中科技大學,財政稅務系,學士班(日間),1
,101,1,公立,技專校院,50,國立臺中科技大學,流通管理系,學士班(日間),2
,101,1,公立,技專校院,50,國立臺中科技大學,休閒事業經營系,學士班(日間),1
,101,1,公立,技專校院,136,國立屏東商業技術學院,應用英語系,學士班(日間),1
,101,1,公立,技專校院,136,國立屏東商業技術學院,應用日語系,學士班(日間),1
,101,1,公立,技專校院,136,國立屏東商業技術學院,會計系,學士班(進修),1
,101,1,公立,技專校院,136,國立屏東商業技術學院,國際貿易系,學士班(進修),2
,101,1,公立,技專校院,136,國立屏東商業技術學院,財務金融系,學士班(進修),3
,101,1,公立,技專校院,136,國立屏東商業技術學院,行銷與流通管理系,學士班(日間),1
,101,1,公立,技專校院,136,國立屏東商業技術學院,資訊管理系,學士班(日間),2
,101,1,公立,技專校院,136,國立屏東商業技術學院,資訊工程系,學士班(日間),2
,101,1,公立,技專校院,136,國立屏東商業技術學院,休閒遊憩與創意產業管理研究所,碩士班(日間),1
,101,1,公立,技專校院,142,國立臺北商業技術學院,應用外語科,二專(進修),3
,101,1,公立,技專校院,142,國立臺北商業技術學院,應用外語系,學士班(日間),7
,101,1,公立,技專校院,142,國立臺北商業技術學院,會計資訊系,學士班(進修),1
,101,1,公立,技專校院,142,國立臺北商業技術學院,企業管理系,學士班(日間),8
,101,1,公立,技專校院,142,國立臺北商業技術學院,國際貿易科,五專,2
,101,1,公立,技專校院,142,國立臺北商業技術學院,財政稅務系,學士班(進修),10
,101,1,公立,技專校院,142,國立臺北商業技術學院,資訊管理系,學士班(日間),3
,101,1,公立,技專校院,144,國立臺灣戲曲學院,歌仔戲學系,學士班(日間),5
,101,1,公立,技專校院,144,國立臺灣戲曲學院,劇場藝術學系,學士班(日間),7
,101,1,公立,技專校院,221,國立臺南護理專科學校,化妝品應用科,二專(進修),2
,101,1,公立,技專校院,222,國立臺東專科學校,資訊管理科,二專(日間),1
,101,1,私立,一般大學,1001,東海大學,教育研究所,碩士班(日間),5
,101,1,私立,一般大學,1001,東海大學,美術學系,學士班(進修),4
,101,1,私立,一般大學,1001,東海大學,中國文學系,學士班(進修),1
,101,1,私立,一般大學,1001,東海大學,中國文學系,碩士在職專班,2
,101,1,私立,一般大學,1001,東海大學,經濟學系,學士班(日間),2
,101,1,私立,一般大學,1001,東海大學,經濟學系,學士班(進修),3
,101,1,私立,一般大學,1001,東海大學,政治學系,學士班(日間),2
,101,1,私立,一般大學,1001,東海大學,政治學系,碩士班(日間),1
,101,1,私立,一般大學,1001,東海大學,社會學系,學士班(日間),3
,101,1,私立,一般大學,1001,東海大學,社會工作學系,學士班(日間),1
,101,1,私立,一般大學,1001,東海大學,社會工作學系,博士班,1
,101,1,私立,一般大學,1001,東海大學,行政管理暨政策學系,學士班(日間),1
,101,1,私立,一般大學,1001,東海大學,企業管理學系,學士班(日間),1
,101,1,私立,一般大學,1001,東海大學,法律學系,學士班(進修),3
,101,1,私立,一般大學,1001,東海大學,生命科學系,學士班(日間),5
,101,1,私立,一般大學,1001,東海大學,化學系,學士班(日間),1
,101,1,私立,一般大學,1001,東海大學,畜產與生物科技學系,學士班(日間),1
,101,1,私立,一般大學,1001,東海大學,食品科學系,碩士班(日間),1
,101,1,私立,一般大學,1001,東海大學,餐旅管理學系,學士班(日間),2
,101,1,私立,一般大學,1002,輔仁大學,體育學系,學士班(日間),4
,101,1,私立,一般大學,1002,輔仁大學,體育學系,碩士班(日間),4
,101,1,私立,一般大學,1002,輔仁大學,體育學系,碩士在職專班,3
,101,1,私立,一般大學,1002,輔仁大學,音樂學系,學士班(日間),5
,101,1,私立,一般大學,1002,輔仁大學,音樂學系,碩士班(日間),1
,101,1,私立,一般大學,1002,輔仁大學,法國語文學系,學士班(日間),1
,101,1,私立,一般大學,1002,輔仁大學,日本語文學系,碩士班(日間),1
,101,1,私立,一般大學,1002,輔仁大學,宗教學系,碩士班(日間),2
,101,1,私立,一般大學,1002,輔仁大學,宗教學系,博士班,8
,101,1,私立,一般大學,1002,輔仁大學,歷史學系,學士班(日間),2
,101,1,私立,一般大學,1002,輔仁大學,哲學系,碩士班(日間),1
,101,1,私立,一般大學,1002,輔仁大學,跨文化研究所(語言學),碩士班(日間),1
,101,1,私立,一般大學,1002,輔仁大學,跨文化研究所(翻譯學),碩士在職專班,1
,101,1,私立,一般大學,1002,輔仁大學,跨文化研究所(比較文學),博士班,2
,101,1,私立,一般大學,1002,輔仁大學,心理學系,碩士班(日間),1
,101,1,私立,一般大學,1002,輔仁大學,心理學系,博士班,2
,101,1,私立,一般大學,1002,輔仁大學,臨床心理學系,學士班(日間),1
,101,1,私立,一般大學,1002,輔仁大學,大眾傳播學研究所,碩士班(日間),1
,101,1,私立,一般大學,1002,輔仁大學,企業管理學系,學士班(日間),2
,101,1,私立,一般大學,1002,輔仁大學,企業管理學系,學士班(進修),5
,101,1,私立,一般大學,1002,輔仁大學,法律學系,學士班(日間),1
,101,1,私立,一般大學,1002,輔仁大學,法律學系,博士班,1
,101,1,私立,一般大學,1002,輔仁大學,數學系,學士班(日間),1
,101,1,私立,一般大學,1002,輔仁大學,統計資訊學系,學士班(日間),2
,101,1,私立,一般大學,1002,輔仁大學,電機工程學系,學士班(日間),1
,101,1,私立,一般大學,1002,輔仁大學,景觀設計學系,學士班(日間),1
,101,1,私立,一般大學,1002,輔仁大學,食品科學系,學士班(日間),1
,101,1,私立,一般大學,1002,輔仁大學,公共衛生學系,學士班(日間),1
,101,1,私立,一般大學,1002,輔仁大學,公共衛生學系,碩士班(日間),3
,101,1,私立,一般大學,1002,輔仁大學,護理學系,碩士班(日間),1
,101,1,私立,一般大學,1002,輔仁大學,呼吸治療學系,學士班(日間),3
,101,1,私立,一般大學,1002,輔仁大學,社會工作學系,學士班(日間),4
,101,1,私立,一般大學,1002,輔仁大學,社會工作學系,碩士班(日間),2
,101,1,私立,一般大學,1002,輔仁大學,兒童與家庭學系,學士班(日間),4
,101,1,私立,一般大學,1002,輔仁大學,兒童與家庭學系,碩士班(日間),1
,101,1,私立,一般大學,1003,東吳大學,音樂學系,學士班(日間),4
,101,1,私立,一般大學,1003,東吳大學,音樂學系,碩士班(日間),1
,101,1,私立,一般大學,1003,東吳大學,英文學系,碩士班(日間),1
,101,1,私立,一般大學,1003,東吳大學,日本語文學系,學士班(日間),34
,101,1,私立,一般大學,1003,東吳大學,日本語文學系,學士班(進修),3
,101,1,私立,一般大學,1003,東吳大學,歷史學系,學士班(日間),3
,101,1,私立,一般大學,1003,東吳大學,社會學系,學士班(日間),2
,101,1,私立,一般大學,1003,東吳大學,德國文化學系,學士班(日間),87
,101,1,私立,一般大學,1003,東吳大學,會計學系,學士班(日間),1
,101,1,私立,一般大學,1003,東吳大學,企業管理學系,碩士班(日間),1
,101,1,私立,一般大學,1003,東吳大學,國際經營與貿易學系,學士班(日間),1
,101,1,私立,一般大學,1003,東吳大學,法律學系,學士班(日間),1
,101,1,私立,一般大學,1003,東吳大學,微生物學系,學士班(日間),3
,101,1,私立,一般大學,1003,東吳大學,化學系,學士班(日間),2
,101,1,私立,一般大學,1003,東吳大學,社會工作學系,碩士班(日間),2
,101,1,私立,一般大學,1004,中原大學,特殊教育學系,碩士班(日間),2
,101,1,私立,一般大學,1004,中原大學,應用外國語文學系,學士班(日間),1
,101,1,私立,一般大學,1004,中原大學,心理學系,碩士班(日間),3
,101,1,私立,一般大學,1004,中原大學,機械工程學系,碩士班(日間),3
,101,1,私立,一般大學,1004,中原大學,機械工程學系,碩士在職專班,1
,101,1,私立,一般大學,1004,中原大學,土木工程學系,碩士班(日間),5
,101,1,私立,一般大學,1004,中原大學,生物醫學工程學系,學士班(日間),2
,101,1,私立,一般大學,1005,淡江大學,課程與教學研究所,碩士班(日間),1
,101,1,私立,一般大學,1005,淡江大學,教育心理與諮商研究所,碩士班(日間),1
,101,1,私立,一般大學,1005,淡江大學,教育政策與領導研究所,碩士班(日間),1
,101,1,私立,一般大學,1005,淡江大學,教育政策與領導研究所,碩士在職專班,1
,101,1,私立,一般大學,1005,淡江大學,教育科技學系,學士班(日間),11
,101,1,私立,一般大學,1005,淡江大學,中國文學學系,學士班(日間),2
,101,1,私立,一般大學,1005,淡江大學,中國文學學系,碩士在職專班,2
,101,1,私立,一般大學,1005,淡江大學,英文學系,學士班(日間),10
,101,1,私立,一般大學,1005,淡江大學,英文學系,博士班,2
,101,1,私立,一般大學,1005,淡江大學,法國語文學系,碩士班(日間),2
,101,1,私立,一般大學,1005,淡江大學,德國語文學系,學士班(日間),1
,101,1,私立,一般大學,1005,淡江大學,西班牙語文學系,學士班(日間),4
,101,1,私立,一般大學,1005,淡江大學,日本語文學系,學士班(日間),5
,101,1,私立,一般大學,1005,淡江大學,俄國語文學系,學士班(日間),2
,101,1,私立,一般大學,1005,淡江大學,歷史學系,碩士班(日間),4
,101,1,私立,一般大學,1005,淡江大學,經濟學系,學士班(日間),6
,101,1,私立,一般大學,1005,淡江大學,產業經濟學系,學士班(日間),2
,101,1,私立,一般大學,1005,淡江大學,公共行政學系,學士班(日間),3
,101,1,私立,一般大學,1005,淡江大學,大眾傳播學系,學士班(日間),1
,101,1,私立,一般大學,1005,淡江大學,大眾傳播學系傳播,碩士班(日間),1
,101,1,私立,一般大學,1005,淡江大學,資訊傳播學系,學士班(日間),1
,101,1,私立,一般大學,1005,淡江大學,企業管理學系,學士班(日間),14
,101,1,私立,一般大學,1005,淡江大學,管理科學學系,學士班(日間),2
,101,1,私立,一般大學,1005,淡江大學,國際企業學系,學士班(日間),4
,101,1,私立,一般大學,1005,淡江大學,保險學系,學士班(日間),2
,101,1,私立,一般大學,1005,淡江大學,保險學系保險經營,碩士班(日間),1
,101,1,私立,一般大學,1005,淡江大學,數學學系,學士班(日間),1
,101,1,私立,一般大學,1005,淡江大學,資訊管理學系,學士班(日間),9
,101,1,私立,一般大學,1005,淡江大學,資訊工程學系,學士班(日間),1
,101,1,私立,一般大學,1005,淡江大學,航空太空工程學系,學士班(日間),2
,101,1,私立,一般大學,1005,淡江大學,機械與機電工程學系,學士班(日間),7
,101,1,私立,一般大學,1005,淡江大學,土木工程學系,學士班(日間),2
,101,1,私立,一般大學,1005,淡江大學,運輸管理學系,學士班(日間),3
,101,1,私立,一般大學,1006,中國文化大學,教育學系,學士班(日間),7
,101,1,私立,一般大學,1006,中國文化大學,體育學系運動教練,博士班,1
,101,1,私立,一般大學,1006,中國文化大學,美術學系,學士班(日間),3
,101,1,私立,一般大學,1006,中國文化大學,日本語文學系,學士班(日間),9
,101,1,私立,一般大學,1006,中國文化大學,韓國語文學系,學士班(日間),59
,101,1,私立,一般大學,1006,中國文化大學,心理輔導學系,碩士班(日間),1
,101,1,私立,一般大學,1006,中國文化大學,行政管理學系,學士班(日間),4
,101,1,私立,一般大學,1006,中國文化大學,新聞學系,碩士班(日間),1
,101,1,私立,一般大學,1006,中國文化大學,國際企業管理學系,博士班,4
,101,1,私立,一般大學,1006,中國文化大學,電機工程學系,學士班(日間),1
,101,1,私立,一般大學,1006,中國文化大學,市政暨環境規劃學系,學士班(日間),2
,101,1,私立,一般大學,1006,中國文化大學,土地資源學系,學士班(日間),3
,101,1,私立,一般大學,1006,中國文化大學,社會福利學系,碩士班(日間),1
,101,1,私立,一般大學,1006,中國文化大學,青少年兒童福利碩士學位學程,碩士在職專班,1
,101,1,私立,一般大學,1006,中國文化大學,生活應用科學系,碩士班(日間),2
,101,1,私立,一般大學,1006,中國文化大學,不分系,學士班(進修),1
,101,1,私立,一般大學,1007,逢甲大學,中國文學系,學士班(日間),1
,101,1,私立,一般大學,1007,逢甲大學,外國語文學系,學士班(日間),4
,101,1,私立,一般大學,1007,逢甲大學,經濟學系,學士班(日間),21
,101,1,私立,一般大學,1007,逢甲大學,公共政策研究所,碩士在職專班,2
,101,1,私立,一般大學,1007,逢甲大學,企業管理學系,學士班(日間),8
,101,1,私立,一般大學,1007,逢甲大學,國際企業管理學士學位學程(英語專班),學士班(日間),193
,101,1,私立,一般大學,1007,逢甲大學,國際經營管理碩士學位學程,碩士班(日間),14
,101,1,私立,一般大學,1007,逢甲大學,國際貿易學系,學士班(日間),14
,101,1,私立,一般大學,1007,逢甲大學,財務金融學系,學士班(日間),7
,101,1,私立,一般大學,1007,逢甲大學,行銷學系,學士班(日間),35
,101,1,私立,一般大學,1007,逢甲大學,統計學系,學士班(日間),5
,101,1,私立,一般大學,1007,逢甲大學,航太與系統工程學系,碩士班(日間),4
,101,1,私立,一般大學,1007,逢甲大學,土木工程學系,碩士班(日間),11
,101,1,私立,一般大學,1007,逢甲大學,化學工程學系,學士班(日間),1
,101,1,私立,一般大學,1007,逢甲大學,工業工程與系統管理學系,學士班(日間),1
,101,1,私立,一般大學,1007,逢甲大學,纖維與複合材料學系,學士班(日間),17
,101,1,私立,一般大學,1007,逢甲大學,水利工程與資源保育學系,學士班(日間),20
,101,1,私立,一般大學,1007,逢甲大學,半導體產業研發碩士專班,碩士班(日間),3
,101,1,私立,一般大學,1007,逢甲大學,建築學系,學士班(日間),43
,101,1,私立,一般大學,1007,逢甲大學,土地管理學系,學士班(日間),16
,101,1,私立,一般大學,1007,逢甲大學,都市計畫與空間資訊學系,學士班(日間),3
,101,1,私立,一般大學,1007,逢甲大學,運輸科技與管理學系,學士班(日間),10
,101,1,私立,一般大學,1007,逢甲大學,運輸科技與管理學系,碩士班(日間),7
,101,1,私立,一般大學,1008,靜宜大學,教育研究所,碩士班(日間),1
,101,1,私立,一般大學,1008,靜宜大學,中國文學系,學士班(日間),2
,101,1,私立,一般大學,1008,靜宜大學,英國語文學系,學士班(日間),9
,101,1,私立,一般大學,1008,靜宜大學,西班牙語文學系,學士班(日間),2
,101,1,私立,一般大學,1008,靜宜大學,日本語文學系,學士班(日間),9
,101,1,私立,一般大學,1008,靜宜大學,資訊傳播工程學系,學士班(日間),1
,101,1,私立,一般大學,1008,靜宜大學,資訊傳播工程學系,碩士班(日間),2
,101,1,私立,一般大學,1008,靜宜大學,會計學系,學士班(日間),2
,101,1,私立,一般大學,1008,靜宜大學,企業管理學系,學士班(日間),6
,101,1,私立,一般大學,1008,靜宜大學,經營管理進修學士班,學士班(進修),1
,101,1,私立,一般大學,1008,靜宜大學,國際企業學系,學士班(日間),5
,101,1,私立,一般大學,1008,靜宜大學,財務金融學系,學士班(日間),2
,101,1,私立,一般大學,1008,靜宜大學,生態人文學系,學士班(日間),2
,101,1,私立,一般大學,1008,靜宜大學,資訊工程學系,學士班(日間),4
,101,1,私立,一般大學,1008,靜宜大學,食品營養學系,博士班,1
,101,1,私立,一般大學,1008,靜宜大學,觀光事業學系,學士班(日間),3
,101,1,私立,一般大學,1008,靜宜大學,化粧品科學系,學士班(日間),4
,101,1,私立,一般大學,1009,長庚大學,企業管理研究所,博士班,2
,101,1,私立,一般大學,1010,元智大學,工業工程與管理學系,碩士班(日間),4
,101,1,私立,一般大學,1011,中華大學,外國語文學系,學士班(日間),1
,101,1,私立,一般大學,1011,中華大學,企業管理學系,學士班(日間),1
,101,1,私立,一般大學,1011,中華大學,科技管理學系,碩士班(日間),1
,101,1,私立,一般大學,1011,中華大學,資訊管理學系,學士班(進修),1
,101,1,私立,一般大學,1011,中華大學,電機工程學系,學士班(日間),2
,101,1,私立,一般大學,1011,中華大學,電機工程學系,碩士班(日間),2
,101,1,私立,一般大學,1011,中華大學,資訊工程學系,學士班(日間),2
,101,1,私立,一般大學,1011,中華大學,機械工程學系,碩士班(日間),2
,101,1,私立,一般大學,1011,中華大學,光機電與材料學士學位學程,學士班(日間),1
,101,1,私立,一般大學,1011,中華大學,土木工程學系,碩士班(日間),4
,101,1,私立,一般大學,1011,中華大學,土木工程學系,博士班,3
,101,1,私立,一般大學,1012,大葉大學,教育專業發展研究所,碩士班(日間),4
,101,1,私立,一般大學,1012,大葉大學,造形藝術學系,學士班(日間),3
,101,1,私立,一般大學,1012,大葉大學,應用外語研究所,碩士班(日間),3
,101,1,私立,一般大學,1012,大葉大學,視覺傳達設計學系,學士班(日間),3
,101,1,私立,一般大學,1012,大葉大學,會計資訊學系,學士班(日間),1
,101,1,私立,一般大學,1012,大葉大學,企業管理學系,學士班(日間),5
,101,1,私立,一般大學,1012,大葉大學,財務金融學系,學士班(日間),3
,101,1,私立,一般大學,1012,大葉大學,人力資源暨公共關係學系,學士班(日間),1
,101,1,私立,一般大學,1012,大葉大學,管理學院(不分系),碩士在職專班,3
,101,1,私立,一般大學,1012,大葉大學,生物產業科技學系,學士班(日間),2
,101,1,私立,一般大學,1012,大葉大學,資訊工程學系,碩士班(日間),1
,101,1,私立,一般大學,1012,大葉大學,機械與自動化工程學系,學士班(日間),2
,101,1,私立,一般大學,1012,大葉大學,材料科學與工程學系,學士班(日間),2
,101,1,私立,一般大學,1012,大葉大學,工業工程與科技管理學系,學士班(日間),1
,101,1,私立,一般大學,1012,大葉大學,工學院(不分系),碩士在職專班,2
,101,1,私立,一般大學,1012,大葉大學,藥用植物與保健學系,學士班(日間),2
,101,1,私立,一般大學,1012,大葉大學,休閒事業管理學系,學士班(日間),1
,101,1,私立,一般大學,1012,大葉大學,休閒事業管理學系,碩士班(日間),2
,101,1,私立,一般大學,1012,大葉大學,運動事業管理學系,碩士班(日間),15
,101,1,私立,一般大學,1013,華梵大學,美術與文創學系,學士班(日間),2
,101,1,私立,一般大學,1013,華梵大學,哲學系,學士班(日間),5
,101,1,私立,一般大學,1013,華梵大學,東方人文思想研究所,碩士班(日間),1
,101,1,私立,一般大學,1013,華梵大學,電子工程學系,學士班(日間),1
,101,1,私立,一般大學,1013,華梵大學,機電工程學系,學士班(日間),2
,101,1,私立,一般大學,1013,華梵大學,工業工程與經營資訊學系,學士班(日間),4
,101,1,私立,一般大學,1013,華梵大學,環境與防災設計學系,碩士班(日間),1
,101,1,私立,一般大學,1014,義守大學,應用英語學系,學士班(日間),1
,101,1,私立,一般大學,1014,義守大學,財務金融學系,學士班(日間),1
,101,1,私立,一般大學,1014,義守大學,財務金融學系,學士班(進修),2
,101,1,私立,一般大學,1014,義守大學,工業管理學系,學士班(進修),4
,101,1,私立,一般大學,1014,義守大學,生物科技學系,學士班(日間),1
,101,1,私立,一般大學,1014,義守大學,電子工程學系,碩士班(日間),1
,101,1,私立,一般大學,1014,義守大學,職能治療學系,學士班(日間),5
,101,1,私立,一般大學,1014,義守大學,營養學系,學士班(日間),1
,101,1,私立,一般大學,1015,世新大學,社會發展研究所,碩士班(日間),1
,101,1,私立,一般大學,1015,世新大學,性別研究所,碩士班(日間),3
,101,1,私立,一般大學,1015,世新大學,行政管理學系,博士班,1
,101,1,私立,一般大學,1015,世新大學,傳播博士學位學程,博士班,4
,101,1,私立,一般大學,1015,世新大學,口語傳播學系,碩士班(日間),2
,101,1,私立,一般大學,1016,銘傳大學,華語文教學學系,學士班(日間),23
,101,1,私立,一般大學,1016,銘傳大學,應用英語學系,學士班(日間),11
,101,1,私立,一般大學,1016,銘傳大學,應用日語學系,學士班(日間),52
,101,1,私立,一般大學,1016,銘傳大學,應用日語學系,碩士班(日間),1
,101,1,私立,一般大學,1016,銘傳大學,商業設計學系,學士班(日間),1
,101,1,私立,一般大學,1016,銘傳大學,諮商與工商心理學系,學士班(日間),1
,101,1,私立,一般大學,1016,銘傳大學,公共事務學系,學士班(日間),1
,101,1,私立,一般大學,1016,銘傳大學,新聞學系,學士班(日間),1
,101,1,私立,一般大學,1016,銘傳大學,新聞與大眾傳播學士學位學程,學士班(日間),6
,101,1,私立,一般大學,1016,銘傳大學,會計學系,學士班(日間),5
,101,1,私立,一般大學,1016,銘傳大學,企業管理學系,學士班(日間),6
,101,1,私立,一般大學,1016,銘傳大學,國際企業與管理學士學位學程,學士班(日間),5
,101,1,私立,一般大學,1016,銘傳大學,國際企業學系,學士班(日間),4
,101,1,私立,一般大學,1016,銘傳大學,財務金融學系,學士班(日間),1
,101,1,私立,一般大學,1016,銘傳大學,法律學系,學士班(日間),1
,101,1,私立,一般大學,1016,銘傳大學,資訊科技應用學士學位學程,學士班(日間),1
,101,1,私立,一般大學,1016,銘傳大學,資訊工程學系,學士班(日間),1
,101,1,私立,一般大學,1016,銘傳大學,餐旅管理學系,學士班(日間),4
,101,1,私立,一般大學,1016,銘傳大學,旅遊與觀光學士學位學程,學士班(日間),6
,101,1,私立,一般大學,1017,實踐大學,應用外語學系,學士班(日間),1
