學年度,設立別,學校類別,學校統計處代碼,學校名稱,單位代碼,單位名稱,外籍專任教師數-教師總數,外籍專任教師數-教師總數男,外籍專任教師數-教師總數女,外籍專任教師數-教授男,外籍專任教師數-教授女,外籍專任教師數-副教授男,外籍專任教師數-副教授女,外籍專任教師數-助理教授男,外籍專任教師數-助理教授女,外籍專任教師數-講師男,外籍專任教師數-講師女,外籍專任教師數-其他教師男,外籍專任教師數-其他教師女
108,私立,一般大學,1012,大葉大學,02123012,工業設計學系,1,1,0,1,0,0,0,0,0,0,0,0,0
108,私立,一般大學,1012,大葉大學,02311004,英語學系,1,1,0,0,0,0,0,0,0,1,0,0,0
108,私立,一般大學,1012,大葉大學,02311006,應用日語學系,2,2,0,1,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1012,大葉大學,02311016,歐洲文化與旅遊學士學位學程,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,一般大學,1012,大葉大學,04142028,人力資源暨公共關係學系,2,2,0,0,0,0,0,0,0,2,0,0,0
108,私立,一般大學,1012,大葉大學,99999Z08,國際語言中心,1,1,0,0,0,0,0,0,0,1,0,0,0
108,私立,一般大學,1013,華梵大學,02299009,東方人文思想研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
108,私立,一般大學,1013,華梵大學,99999Z99,人文教育研究中心,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1014,義守大學,02311002,應用英語學系,2,2,0,0,0,0,0,1,0,1,0,0,0
108,私立,一般大學,1014,義守大學,02311003,應用日語學系,2,1,1,0,0,0,0,0,0,1,1,0,0
108,私立,一般大學,1014,義守大學,03214063,傳播產製英語學士學位學程,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,04121017,國際財務金融學系,2,2,0,0,0,1,0,1,0,0,0,0,0
108,私立,一般大學,1014,義守大學,04131013,國際企業經營學系,3,1,2,0,0,1,1,0,1,0,0,0,0
108,私立,一般大學,1014,義守大學,07193037,生物醫學工程學系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,一般大學,1014,義守大學,09121011,學士後醫學系外國學生專班,1,1,0,0,0,0,0,0,0,1,0,0,0
108,私立,一般大學,1014,義守大學,10131051,餐旅管理學系,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,一般大學,1014,義守大學,10151055,國際觀光餐旅學系,3,2,1,0,0,0,0,2,1,0,0,0,0
108,私立,一般大學,1014,義守大學,10199058,娛樂事業管理學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1015,世新大學,02311002,英語學系,3,2,1,0,1,1,0,0,0,1,0,0,0
108,私立,一般大學,1015,世新大學,02311003,日本語文學系,4,2,2,0,0,0,0,0,2,2,0,0,0
108,私立,一般大學,1015,世新大學,99999Z08,外語教學中心,8,8,0,0,0,0,0,0,0,8,0,0,0
108,私立,一般大學,1016,銘傳大學,02123073,商品設計學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,02311010,應用日語學系,3,1,2,0,0,0,1,1,1,0,0,0,0
108,私立,一般大學,1016,銘傳大學,02311031,應用英語學系,3,3,0,0,0,1,0,2,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,03122005,國際事務與外交學士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,03211063,新聞與大眾傳播學士學位學程,2,2,0,0,0,0,0,1,0,1,0,0,0
108,私立,一般大學,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,06134068,資訊科技應用學士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1016,銘傳大學,07313048,都市規劃與防災學系,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,一般大學,1016,銘傳大學,99999Z08,英語教學中心,16,12,4,0,0,0,0,4,2,8,2,0,0
108,私立,一般大學,1017,實踐大學,02125051,服裝設計學系,2,2,0,0,0,0,0,2,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02311004,應用外語學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,02311005,應用英語學系,5,3,2,0,0,0,0,2,2,1,0,0,0
108,私立,一般大學,1017,實踐大學,02311006,應用日文學系,6,4,2,0,0,0,0,4,2,0,0,0,0
108,私立,一般大學,1017,實踐大學,04131022,國際企業管理學系,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,一般大學,1017,實踐大學,04131023,管理學院國際企業英語學士學位學程,2,2,0,0,0,0,0,2,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,04141026,國際貿易學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,06131040,資訊科技與通訊學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,07311041,建築設計學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1017,實踐大學,10151047,觀光管理學系,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,一般大學,1017,實踐大學,99999Z01,博雅學部,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1018,朝陽科技大學,02311001,應用英語系,3,3,0,0,0,0,0,0,0,3,0,0,0
108,私立,技專校院,1018,朝陽科技大學,04111007,會計系,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,技專校院,1018,朝陽科技大學,05311017,應用化學系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,技專校院,1018,朝陽科技大學,06131019,資訊管理系,2,2,0,0,0,0,0,2,0,0,0,0,0
108,私立,技專校院,1018,朝陽科技大學,07121027,環境工程與管理系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1018,朝陽科技大學,07162039,航空機械系,2,2,0,0,0,1,0,1,0,0,0,0,0
108,私立,技專校院,1018,朝陽科技大學,99999Z08,語言中心,2,1,1,0,0,0,0,0,0,1,1,0,0
108,私立,一般大學,1019,高雄醫學大學,03131002,心理學系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,一般大學,1019,高雄醫學大學,05111016,生物醫學暨環境生物學系,1,1,0,1,0,0,0,0,0,0,0,0,0
108,私立,一般大學,1019,高雄醫學大學,05311017,醫藥暨應用化學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1019,高雄醫學大學,09121011,醫學系,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,一般大學,1019,高雄醫學大學,09121011,醫學研究所,1,1,0,1,0,0,0,0,0,0,0,0,0
108,私立,一般大學,1019,高雄醫學大學,09161024,藥學系,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,一般大學,1020,南華大學,02151003,民族音樂學系,2,2,0,1,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1020,南華大學,02311008,外國語文學系,2,2,0,1,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1020,南華大學,04141030,管理學院國際企業學士學位學程,1,1,0,1,0,0,0,0,0,0,0,0,0
108,私立,一般大學,1020,南華大學,07311045,建築與景觀學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1021,真理大學,02311006,英美語文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1021,真理大學,02311009,應用日語學系,4,1,3,0,0,0,2,1,0,0,1,0,0
108,私立,一般大學,1022,大同大學,02311001,應用外語學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311005,應用英語系,3,3,0,0,0,0,0,2,0,1,0,0,0
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,02311006,應用日語系,6,4,2,0,0,0,0,4,1,0,1,0,0
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,03214011,資訊傳播系,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,07141039,電機工程系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1023,南臺學校財團法人南臺科技大學,99999Z08,語言中心,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1024,崑山科技大學,99999Z08,外語中心,1,1,0,0,0,0,0,0,0,1,0,0,0
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,02311002,應用外語系,2,2,0,0,0,0,0,1,0,1,0,0,0
108,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,05191015,保健營養系(含碩士班),1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1026,樹德科技大學,02124012,建築與室內設計研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1026,樹德科技大學,02152001,表演藝術系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,技專校院,1026,樹德科技大學,02311003,應用外語系,2,2,0,0,0,1,0,0,0,1,0,0,0
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,02311003,英美語文學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,02322004,東方語文學系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,03131008,人類發展與心理學系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,05121012,分子生物暨人類遺傳學系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,一般大學,1027,慈濟學校財團法人慈濟大學,99999Z99,國際暨跨領域學院,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1028,臺北醫學大學,03131057,心智意識與腦科學研究所,3,3,0,1,0,1,0,1,0,0,0,0,0
108,私立,一般大學,1028,臺北醫學大學,03199001,醫學人文研究所,2,1,1,0,0,1,0,0,1,0,0,0,0
108,私立,一般大學,1028,臺北醫學大學,07193008,生醫材料暨組織工程研究所,2,2,0,1,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1028,臺北醫學大學,09121013,醫學系,3,2,1,0,0,0,0,1,1,1,0,0,0
108,私立,一般大學,1028,臺北醫學大學,09121014,臨床醫學研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1028,臺北醫學大學,09141042,醫學資訊研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,一般大學,1028,臺北醫學大學,09141058,醫學院人工智慧醫療碩士在職專班,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1028,臺北醫學大學,09161024,藥學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1028,臺北醫學大學,09191023,全球衛生暨發展碩士學位學程,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1029,中山醫學大學,02311003,應用外國語言學系,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,一般大學,1029,中山醫學大學,09121018,醫學系,2,1,1,0,0,0,0,1,1,0,0,0,0
108,私立,技專校院,1030,龍華科技大學,02311001,應用外語系,2,1,1,0,0,0,0,1,1,0,0,0,0
108,私立,技專校院,1030,龍華科技大學,04131004,企業管理(學)系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1030,龍華科技大學,07151016,機械工程(學)系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1031,輔英科技大學,04133003,健康事業管理系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1032,明新學校財團法人明新科技大學,02311001,應用外語系,2,2,0,0,0,0,0,0,0,2,0,0,0
108,私立,技專校院,1032,明新學校財團法人明新科技大學,07321020,土木工程與環境資源管理系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1032,明新學校財團法人明新科技大學,10121032,化妝品應用學士學位學程,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,技專校院,1032,明新學校財團法人明新科技大學,10131039,旅館管理與廚藝創意系,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,一般大學,1033,長榮大學,02211011,神學系,1,0,1,0,0,0,1,0,0,0,0,0,0
108,私立,一般大學,1033,長榮大學,02221020,台灣研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,一般大學,1033,長榮大學,02231012,應用哲學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1033,長榮大學,02311005,應用日語學系,4,3,1,0,0,0,1,3,0,0,0,0,0
108,私立,一般大學,1033,長榮大學,02312007,翻譯學系,2,2,0,1,0,0,0,0,0,1,0,0,0
108,私立,一般大學,1033,長榮大學,04199Y99,國際商學院,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1033,長榮大學,99999Z99,環境教育國際實驗學院,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,技專校院,1034,弘光科技大學,02311038,國際溝通英語系,1,1,0,0,0,0,0,0,0,1,0,0,0
108,私立,技專校院,1034,弘光科技大學,10121031,化妝品應用系,2,1,1,0,0,0,1,1,0,0,0,0,0
108,私立,技專校院,1034,弘光科技大學,10121034,美髮造型設計系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1034,弘光科技大學,10131029,餐旅管理系,2,2,0,1,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1035,中國醫藥大學,05121043,生物科技學系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,一般大學,1035,中國醫藥大學,09121003,生物醫學研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,一般大學,1035,中國醫藥大學,09121016,醫學系,1,1,0,1,0,0,0,0,0,0,0,0,0
108,私立,一般大學,1035,中國醫藥大學,09161015,新藥開發研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1035,中國醫藥大學,09161034,藥學系,1,0,1,0,0,0,1,0,0,0,0,0,0
108,私立,一般大學,1035,中國醫藥大學,99999Z01,通識教育中心,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1036,健行學校財團法人健行科技大學,10131025,餐旅管理系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1037,正修學校財團法人正修科技大學,02311001,應用外語系,3,1,2,0,1,0,0,1,0,0,1,0,0
108,私立,一般大學,1039,玄奘大學,02211010,宗教與文化學系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,一般大學,1039,玄奘大學,02311008,應用外語學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1039,玄奘大學,02311043,應用日語學系,2,1,1,0,0,1,0,0,1,0,0,0,0
108,私立,技專校院,1040,建國科技大學,02112004,數位媒體設計系暨碩士班,3,3,0,0,0,1,0,1,0,1,0,0,0
108,私立,技專校院,1040,建國科技大學,02311001,應用外語系,1,0,1,0,0,0,0,0,0,0,1,0,0
108,私立,技專校院,1040,建國科技大學,10121027,美容系暨美容科技研究所,1,0,1,0,0,0,0,0,0,0,1,0,0
108,私立,技專校院,1041,明志科技大學,07141011,電子工程系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1042,高苑科技大學,02311001,應用外語系,2,2,0,0,0,0,0,0,0,2,0,0,0
108,私立,技專校院,1043,大仁科技大學,02311001,應用外語系,2,1,1,0,0,0,0,1,0,0,1,0,0
108,私立,技專校院,1043,大仁科技大學,09161015,藥學系,2,1,1,1,0,0,0,0,0,0,1,0,0
108,私立,技專校院,1044,聖約翰科技大學,02311001,應用英語系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,技專校院,1045,嶺東科技大學,02311001,應用外語系,2,1,1,0,0,0,0,0,1,1,0,0,0
108,私立,技專校院,1045,嶺東科技大學,04141015,國際企業系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1045,嶺東科技大學,06121031,資訊管理系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,技專校院,1045,嶺東科技大學,99999Z01,通識(教育)中心,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1046,中國科技大學,02311001,應用英語系,2,1,1,0,0,0,0,0,1,1,0,0,0
108,私立,技專校院,1047,中臺科技大學,02311002,應用外語系,2,1,1,0,0,0,0,0,0,1,1,0,0
108,私立,一般大學,1048,亞洲大學,02311002,外國語文學系,2,2,0,1,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1048,亞洲大學,04121019,財務金融學系,3,2,1,2,0,0,0,0,1,0,0,0,0
108,私立,一般大學,1048,亞洲大學,04131017,經營管理學系,2,1,1,0,0,0,0,1,1,0,0,0,0
108,私立,一般大學,1048,亞洲大學,04212027,財經法律學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1048,亞洲大學,05121028,生物科技學系,3,2,1,0,0,0,0,2,1,0,0,0,0
108,私立,一般大學,1048,亞洲大學,07193029,生物資訊與醫學工程學系,2,2,0,1,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1048,亞洲大學,09141047,視光學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1048,亞洲大學,09151056,物理治療學系,1,0,1,0,1,0,0,0,0,0,0,0,0
108,私立,一般大學,1048,亞洲大學,99999Z08,語文教學研究發展中心,4,4,0,0,0,0,0,0,0,4,0,0,0
108,私立,一般大學,1049,開南大學,02311008,應用日語學系,5,3,2,1,0,1,0,1,0,0,2,0,0
108,私立,一般大學,1050,佛光大學,02211010,佛教學系,1,0,1,0,1,0,0,0,0,0,0,0,0
108,私立,一般大學,1050,佛光大學,02221011,歷史學系,1,0,1,0,0,0,1,0,0,0,0,0,0
108,私立,一般大學,1050,佛光大學,99999Z01,通識教育委員會,1,1,0,0,0,0,0,0,0,1,0,0,0
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02112013,多媒體動畫系,2,2,0,1,0,0,0,0,0,1,0,0,0
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02124015,室內設計系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02151004,流行音樂學士學位學程,1,1,0,1,0,0,0,0,0,0,0,0,0
108,私立,技專校院,1051,台南家專學校財團法人台南應用科技大學,02311009,應用英語系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,02311041,應用外語系,1,1,0,0,0,0,0,0,0,1,0,0,0
108,私立,技專校院,1054,景文科技大學,02311001,應用外語系,4,4,0,0,0,0,0,1,0,3,0,0,0
108,私立,技專校院,1056,東南科技大學,02311002,應用英語(文)系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1057,德明財經科技大學,02311001,應用外語系,2,2,0,0,0,0,0,0,0,2,0,0,0
108,私立,一般大學,1058,明道學校財團法人明道大學,02311006,應用日語學系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,一般大學,1058,明道學校財團法人明道大學,07112032,材料與能源工程學系,1,1,0,1,0,0,0,0,0,0,0,0,0
108,私立,技專校院,1060,南開科技大學,02311001,應用外語系,2,2,0,0,0,0,0,1,0,1,0,0,0
108,私立,技專校院,1062,僑光科技大學,02311003,應用英語系,3,2,1,0,0,1,0,0,0,1,1,0,0
108,私立,技專校院,1062,僑光科技大學,04141011,國際貿易系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,技專校院,1062,僑光科技大學,10131024,餐飲管理系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,技專校院,1063,廣亞學校財團法人育達科技大學,02311005,應用日語系,3,2,1,1,0,0,0,1,0,0,1,0,0
108,私立,技專校院,1064,美和學校財團法人美和科技大學,10131018,餐旅管理系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1065,吳鳳科技大學,02311003,應用日語系,1,0,1,0,0,0,0,0,0,0,1,0,0
108,私立,技專校院,1066,環球學校財團法人環球科技大學,02311001,應用外語系,2,2,0,0,0,0,0,0,0,2,0,0,0
108,私立,技專校院,1066,環球學校財團法人環球科技大學,07211024,生物技術系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1069,修平學校財團法人修平科技大學,02311003,應用英語系,1,1,0,0,0,0,0,0,0,1,0,0,0
108,私立,技專校院,1069,修平學校財團法人修平科技大學,02311004,應用日語系,2,2,0,0,0,1,0,0,0,1,0,0,0
108,私立,技專校院,1069,修平學校財團法人修平科技大學,10151029,觀光與遊憩管理系,2,2,0,0,0,1,0,0,0,1,0,0,0
108,私立,技專校院,1070,長庚學校財團法人長庚科技大學,99999Z01,通識教育中心,1,1,0,0,0,0,0,0,0,1,0,0,0
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,02311003,應用外語系,2,2,0,0,0,0,0,0,0,2,0,0,0
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,10151024,觀光事業系,2,1,1,0,0,0,0,0,0,1,1,0,0
108,私立,技專校院,1073,醒吾學校財團法人醒吾科技大學,02311002,應用英語系,2,0,2,0,0,0,0,0,1,0,1,0,0
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311007,英國語文系,3,2,1,0,0,1,0,0,1,1,0,0,0
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311009,法國語文系,3,2,1,0,1,0,0,2,0,0,0,0,0
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311010,德國語文系,3,3,0,0,0,0,0,3,0,0,0,0,0
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311011,西班牙語文系,4,2,2,1,0,0,1,1,0,0,1,0,0
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02311012,日本語文系,6,5,1,0,0,0,0,5,1,0,0,0,0
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,02323004,應用華語文系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,03143015,歐洲研究所,2,2,0,0,0,2,0,0,0,0,0,0,0
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,03191026,東南亞學系,1,1,0,1,0,0,0,0,0,0,0,0,0
108,私立,技專校院,1075,文藻學校財團法人文藻外語大學,99999Z08,英語教學中心,1,1,0,0,0,0,0,0,0,1,0,0,0
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,09131007,護理系,1,1,0,0,0,0,0,0,0,1,0,0,0
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,09131007,護理科,2,2,0,0,0,0,0,1,0,1,0,0,0
108,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,09211011,長期照護研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,技專校院,1078,致理學校財團法人致理科技大學,02311010,應用英語系,4,4,0,0,0,0,0,1,0,3,0,0,0
108,私立,技專校院,1078,致理學校財團法人致理科技大學,02311011,應用日語系,3,1,2,0,0,1,0,0,2,0,0,0,0
108,私立,技專校院,1078,致理學校財團法人致理科技大學,04121016,財務金融系,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,技專校院,1078,致理學校財團法人致理科技大學,04131014,企業管理系、企業管理系服務業經營管理碩士班(含碩士在職專班),1,1,0,0,0,0,0,0,0,1,0,0,0
108,私立,技專校院,1078,致理學校財團法人致理科技大學,04141015,國際貿易系、國際貿易系碩士班,2,2,0,1,0,0,0,0,0,1,0,0,0
108,私立,技專校院,1078,致理學校財團法人致理科技大學,10151018,休閒遊憩管理系,1,0,1,0,0,0,0,0,0,0,1,0,0
108,私立,一般大學,1079,康寧學校財團法人康寧大學,02311003,應用外語科,1,1,0,0,0,0,0,0,0,1,0,0,0
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,02311002,應用英語系,2,2,0,0,0,0,0,0,0,2,0,0,0
108,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,99999Z08,語言中心,1,1,0,0,0,0,0,0,0,1,0,0,0
108,私立,技專校院,1081,東方學校財團法人東方設計大學,10121032,時尚美妝設計系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,02122002,時尚造型設計管理系,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,02122003,數位遊戲與動畫設計系,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,04131012,企業管理學系,3,3,0,2,0,0,0,1,0,0,0,0,0
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,04212022,財經法律學系,1,1,0,1,0,0,0,0,0,0,0,0,0
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,06131033,人工智慧學系,1,0,1,0,0,0,0,0,1,0,0,0,0
108,私立,一般大學,1125,中信學校財團法人中信金融管理學院,99999Z01,通識教育中心,5,4,1,0,0,0,0,1,0,3,1,0,0
108,私立,技專校院,1166,亞東技術學院,07141012,通訊工程系,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,99999Z01,全人教育中心,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,02311001,應用外語科,1,0,1,0,0,0,0,0,0,0,1,0,0
108,私立,技專校院,1284,樹人醫護管理專科學校,02311002,應用英語科,1,1,0,0,0,0,0,0,0,1,0,0,0
108,私立,技專校院,1284,樹人醫護管理專科學校,02311003,應用日語科,2,2,0,0,0,0,0,0,0,2,0,0,0
108,私立,技專校院,1287,敏惠醫護管理專科學校,09131001,護理科,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,技專校院,1287,敏惠醫護管理專科學校,09221003,幼兒保育科,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,02211001,基督教神學研究所,2,1,1,0,0,0,0,1,1,0,0,0,0
108,私立,宗教研修學院,1R03,臺北基督學院,02299001,基督教博雅學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,02211001,一貫道學系,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,02211001,基督教研究所,1,1,0,0,0,1,0,0,0,0,0,0,0
108,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,02211002,神學研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,02211001,神學研究所,2,1,1,0,0,0,0,1,1,0,0,0,0
108,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,02211002,基督教研究所,1,0,1,0,0,0,1,0,0,0,0,0,0
108,公立,一般大學,3002,臺北市立大學,01131017,英語教學系,2,2,0,0,0,0,0,0,0,2,0,0,0
108,公立,一般大學,3002,臺北市立大學,10141054,競技運動訓練研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
108,公立,一般大學,3002,臺北市立大學,10141062,陸上運動學系,1,1,0,0,0,0,0,1,0,0,0,0,0
109,公立,一般大學,0001,國立政治大學,02221020,歷史學系,1,1,0,0,0,1,0,0,0,0,0,0,0
109,公立,一般大學,0001,國立政治大學,02221021,台灣史研究所,1,1,0,0,0,0,0,1,0,0,0,0,0
109,公立,一般大學,0001,國立政治大學,02222031,民族學系,1,0,1,0,0,0,0,0,1,0,0,0,0
109,公立,一般大學,0001,國立政治大學,02231022,哲學系,1,1,0,0,0,1,0,0,0,0,0,0,0
109,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,5,4,1,0,0,2,1,1,0,1,0,0,0
109,公立,一般大學,0001,國立政治大學,02311011,日本語文學系,2,2,0,0,0,1,0,1,0,0,0,0,0
