學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,在學學生數小計,在學學生數男,在學學生數女
106,私立,技專校院,1290,崇仁醫護管理專科學校,五專,3503,428,3075
106,私立,技專校院,1291,聖母醫護管理專科學校,五專,3155,715,2440
106,私立,技專校院,1292,新生醫護管理專科學校,二專(進修),87,31,56
106,私立,技專校院,1292,新生醫護管理專科學校,五專,5937,740,5197
106,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,碩士班(日間),27,15,12
106,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),116,52,64
106,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),40,16,24
106,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,碩士班(日間),32,11,21
106,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,碩士班(日間),54,23,31
106,私立,宗教研修學院,1R06,一貫道崇德學院,碩士班(日間),28,15,13
106,公立,一般大學,3002,臺北市立大學,學士班(日間),5276,2385,2891
106,公立,一般大學,3002,臺北市立大學,碩士班(日間),1193,383,810
106,公立,一般大學,3002,臺北市立大學,碩士在職專班,978,302,676
106,公立,一般大學,3002,臺北市立大學,博士班,228,98,130
107,公立,一般大學,0001,國立政治大學,學士班(日間),9630,3983,5647
107,公立,一般大學,0001,國立政治大學,碩士班(日間),3998,1854,2144
107,公立,一般大學,0001,國立政治大學,碩士在職專班,1750,896,854
107,公立,一般大學,0001,國立政治大學,博士班,965,551,414
107,公立,一般大學,0002,國立清華大學,學士班(日間),8754,4737,4017
107,公立,一般大學,0002,國立清華大學,碩士班(日間),5018,3141,1877
107,公立,一般大學,0002,國立清華大學,碩士在職專班,1221,459,762
107,公立,一般大學,0002,國立清華大學,博士班,1664,1221,443
107,公立,一般大學,0003,國立臺灣大學,學士班(日間),16604,9447,7157
107,公立,一般大學,0003,國立臺灣大學,碩士班(日間),10197,6178,4019
107,公立,一般大學,0003,國立臺灣大學,碩士在職專班,1485,904,581
107,公立,一般大學,0003,國立臺灣大學,博士班,3459,2405,1054
107,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),8079,3583,4496
107,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),4083,1714,2369
107,公立,一般大學,0004,國立臺灣師範大學,碩士在職專班,2042,596,1446
107,公立,一般大學,0004,國立臺灣師範大學,博士班,1378,685,693
107,公立,一般大學,0005,國立成功大學,學士班(日間),11390,7123,4267
107,公立,一般大學,0005,國立成功大學,碩士班(日間),6720,4244,2476
107,公立,一般大學,0005,國立成功大學,碩士在職專班,1386,873,513
107,公立,一般大學,0005,國立成功大學,博士班,1780,1241,539
107,公立,一般大學,0006,國立中興大學,學士班(日間),8090,4685,3405
107,公立,一般大學,0006,國立中興大學,學士班(進修),946,399,547
107,公立,一般大學,0006,國立中興大學,碩士班(日間),3401,2049,1352
107,公立,一般大學,0006,國立中興大學,碩士在職專班,1506,1006,500
107,公立,一般大學,0006,國立中興大學,博士班,941,662,279
107,公立,一般大學,0007,國立陽明交通大學,學士班(日間),5398,3735,1663
107,公立,一般大學,0007,國立陽明交通大學,碩士班(日間),5611,3843,1768
107,公立,一般大學,0007,國立陽明交通大學,碩士在職專班,1533,1029,504
107,公立,一般大學,0007,國立陽明交通大學,博士班,1729,1380,349
107,公立,一般大學,0008,國立中央大學,學士班(日間),6057,3872,2185
107,公立,一般大學,0008,國立中央大學,碩士班(日間),3509,2349,1160
107,公立,一般大學,0008,國立中央大學,碩士在職專班,1348,883,465
107,公立,一般大學,0008,國立中央大學,博士班,1046,763,283
107,公立,一般大學,0009,國立中山大學,學士班(日間),4726,2953,1773
107,公立,一般大學,0009,國立中山大學,碩士班(日間),2889,1841,1048
107,公立,一般大學,0009,國立中山大學,碩士在職專班,1025,523,502
107,公立,一般大學,0009,國立中山大學,博士班,785,534,251
107,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),5769,4002,1767
107,公立,一般大學,0012,國立臺灣海洋大學,學士班(進修),617,391,226
107,公立,一般大學,0012,國立臺灣海洋大學,碩士班(日間),1416,911,505
107,公立,一般大學,0012,國立臺灣海洋大學,碩士在職專班,552,334,218
107,公立,一般大學,0012,國立臺灣海洋大學,博士班,301,230,71
107,公立,一般大學,0013,國立中正大學,學士班(日間),6579,3591,2988
107,公立,一般大學,0013,國立中正大學,碩士班(日間),2799,1739,1060
107,公立,一般大學,0013,國立中正大學,碩士在職專班,1350,640,710
107,公立,一般大學,0013,國立中正大學,博士班,600,407,193
107,公立,一般大學,0014,國立高雄師範大學,學士班(日間),3492,1676,1816
107,公立,一般大學,0014,國立高雄師範大學,碩士班(日間),1393,531,862
107,公立,一般大學,0014,國立高雄師範大學,碩士在職專班,1352,477,875
107,公立,一般大學,0014,國立高雄師範大學,博士班,441,216,225
107,公立,一般大學,0015,國立彰化師範大學,學士班(日間),4924,2587,2337
107,公立,一般大學,0015,國立彰化師範大學,碩士班(日間),1525,751,774
107,公立,一般大學,0015,國立彰化師範大學,碩士在職專班,1386,602,784
107,公立,一般大學,0015,國立彰化師範大學,博士班,498,305,193
107,公立,一般大學,0016,國立陽明大學,學士班(日間),2084,1167,917
107,公立,一般大學,0016,國立陽明大學,碩士班(日間),1257,517,740
107,公立,一般大學,0016,國立陽明大學,碩士在職專班,141,44,97
107,公立,一般大學,0016,國立陽明大學,博士班,852,495,357
107,公立,一般大學,0017,國立臺北大學,學士班(日間),5822,2655,3167
107,公立,一般大學,0017,國立臺北大學,學士班(進修),2087,791,1296
107,公立,一般大學,0017,國立臺北大學,碩士班(日間),1330,652,678
107,公立,一般大學,0017,國立臺北大學,碩士在職專班,487,236,251
107,公立,一般大學,0017,國立臺北大學,博士班,197,126,71
107,公立,一般大學,0018,國立嘉義大學,學士班(日間),7674,3928,3746
107,公立,一般大學,0018,國立嘉義大學,學士班(進修),2081,1295,786
107,公立,一般大學,0018,國立嘉義大學,碩士班(日間),1306,619,687
107,公立,一般大學,0018,國立嘉義大學,碩士在職專班,965,396,569
107,公立,一般大學,0018,國立嘉義大學,博士班,193,109,84
107,公立,一般大學,0019,國立高雄大學,學士班(日間),4277,2465,1812
107,公立,一般大學,0019,國立高雄大學,學士班(進修),174,106,68
107,公立,一般大學,0019,國立高雄大學,碩士班(日間),636,404,232
107,公立,一般大學,0019,國立高雄大學,碩士在職專班,454,297,157
107,公立,一般大學,0019,國立高雄大學,博士班,24,21,3
107,公立,一般大學,0020,國立東華大學,學士班(日間),7531,3616,3915
107,公立,一般大學,0020,國立東華大學,碩士班(日間),1501,766,735
107,公立,一般大學,0020,國立東華大學,碩士在職專班,521,226,295
107,公立,一般大學,0020,國立東華大學,博士班,375,231,144
107,公立,一般大學,0021,國立暨南國際大學,學士班(日間),4599,2102,2497
107,公立,一般大學,0021,國立暨南國際大學,碩士班(日間),848,422,426
107,公立,一般大學,0021,國立暨南國際大學,碩士在職專班,429,191,238
107,公立,一般大學,0021,國立暨南國際大學,博士班,324,163,161
107,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),5828,4050,1778
107,公立,技專校院,0022,國立臺灣科技大學,學士班(進修),3,0,3
107,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),3500,2409,1091
107,公立,技專校院,0022,國立臺灣科技大學,碩士在職專班,798,533,265
107,公立,技專校院,0022,國立臺灣科技大學,博士班,1008,798,210
107,公立,技專校院,0023,國立雲林科技大學,學士班(日間),6579,3872,2707
107,公立,技專校院,0023,國立雲林科技大學,學士班(進修),86,36,50
107,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),1934,1219,715
107,公立,技專校院,0023,國立雲林科技大學,碩士在職專班,714,402,312
107,公立,技專校院,0023,國立雲林科技大學,博士班,419,262,157
107,公立,技專校院,0024,國立屏東科技大學,學士班(日間),7839,4136,3703
107,公立,技專校院,0024,國立屏東科技大學,學士班(進修),1471,799,672
107,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),1160,668,492
107,公立,技專校院,0024,國立屏東科技大學,碩士在職專班,404,284,120
107,公立,技專校院,0024,國立屏東科技大學,博士班,248,165,83
107,公立,技專校院,0025,國立臺北科技大學,五專,32,26,6
107,公立,技專校院,0025,國立臺北科技大學,學士班(日間),6050,4200,1850
107,公立,技專校院,0025,國立臺北科技大學,學士班(進修),1946,1624,322
107,公立,技專校院,0025,國立臺北科技大學,碩士班(日間),2842,2130,712
107,公立,技專校院,0025,國立臺北科技大學,碩士在職專班,1538,1105,433
107,公立,技專校院,0025,國立臺北科技大學,博士班,689,537,152
107,公立,技專校院,0025,國立臺北科技大學,附設進院,22,21,1
107,公立,一般大學,0028,國立臺北藝術大學,七年一貫,72,26,46
107,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),1766,630,1136
107,公立,一般大學,0028,國立臺北藝術大學,碩士班(日間),971,347,624
107,公立,一般大學,0028,國立臺北藝術大學,碩士在職專班,169,52,117
107,公立,一般大學,0028,國立臺北藝術大學,博士班,94,30,64
107,公立,一般大學,0029,國立臺灣藝術大學,學士班(日間),2459,707,1752
107,公立,一般大學,0029,國立臺灣藝術大學,學士班(進修),1982,605,1377
107,公立,一般大學,0029,國立臺灣藝術大學,碩士班(日間),725,286,439
107,公立,一般大學,0029,國立臺灣藝術大學,碩士在職專班,422,167,255
107,公立,一般大學,0029,國立臺灣藝術大學,博士班,126,64,62
107,公立,一般大學,0030,國立臺東大學,學士班(日間),3473,1705,1768
107,公立,一般大學,0030,國立臺東大學,學士班(進修),193,86,107
107,公立,一般大學,0030,國立臺東大學,碩士班(日間),337,129,208
107,公立,一般大學,0030,國立臺東大學,碩士在職專班,536,152,384
107,公立,一般大學,0030,國立臺東大學,博士班,44,17,27
107,公立,一般大學,0031,國立宜蘭大學,學士班(日間),4409,2865,1544
107,公立,一般大學,0031,國立宜蘭大學,學士班(進修),372,252,120
107,公立,一般大學,0031,國立宜蘭大學,碩士班(日間),456,298,158
107,公立,一般大學,0031,國立宜蘭大學,碩士在職專班,222,163,59
107,公立,一般大學,0031,國立宜蘭大學,博士班,11,8,3
107,公立,一般大學,0032,國立聯合大學,學士班(日間),5901,4022,1879
107,公立,一般大學,0032,國立聯合大學,學士班(進修),1244,773,471
107,公立,一般大學,0032,國立聯合大學,碩士班(日間),456,332,124
107,公立,一般大學,0032,國立聯合大學,碩士在職專班,6,2,4
107,公立,一般大學,0032,國立聯合大學,博士班,15,15,0
107,公立,技專校院,0033,國立虎尾科技大學,五專,52,45,7
107,公立,技專校院,0033,國立虎尾科技大學,學士班(日間),7379,5640,1739
107,公立,技專校院,0033,國立虎尾科技大學,學士班(進修),1815,1398,417
107,公立,技專校院,0033,國立虎尾科技大學,碩士班(日間),852,670,182
107,公立,技專校院,0033,國立虎尾科技大學,碩士在職專班,191,136,55
107,公立,技專校院,0033,國立虎尾科技大學,博士班,39,31,8
107,公立,技專校院,0033,國立虎尾科技大學,附設進院,158,105,53
107,公立,一般大學,0035,國立臺南藝術大學,七年一貫,167,58,109
107,公立,一般大學,0035,國立臺南藝術大學,學士班(日間),774,240,534
107,公立,一般大學,0035,國立臺南藝術大學,碩士班(日間),535,185,350
107,公立,一般大學,0035,國立臺南藝術大學,碩士在職專班,51,14,37
107,公立,一般大學,0035,國立臺南藝術大學,博士班,37,20,17
107,公立,一般大學,0036,國立臺南大學,學士班(日間),3885,1820,2065
107,公立,一般大學,0036,國立臺南大學,學士班(進修),90,39,51
107,公立,一般大學,0036,國立臺南大學,碩士班(日間),879,394,485
107,公立,一般大學,0036,國立臺南大學,碩士在職專班,662,218,444
107,公立,一般大學,0036,國立臺南大學,博士班,176,77,99
107,公立,一般大學,0037,國立臺北教育大學,學士班(日間),3408,1174,2234
107,公立,一般大學,0037,國立臺北教育大學,碩士班(日間),1321,445,876
107,公立,一般大學,0037,國立臺北教育大學,碩士在職專班,937,199,738
107,公立,一般大學,0037,國立臺北教育大學,博士班,148,73,75
107,公立,一般大學,0039,國立臺中教育大學,學士班(日間),3275,1171,2104
107,公立,一般大學,0039,國立臺中教育大學,碩士班(日間),822,288,534
107,公立,一般大學,0039,國立臺中教育大學,碩士在職專班,754,189,565
107,公立,一般大學,0039,國立臺中教育大學,博士班,115,55,60
107,公立,技專校院,0042,國立澎湖科技大學,五專,13,11,2
107,公立,技專校院,0042,國立澎湖科技大學,學士班(日間),2616,1541,1075
107,公立,技專校院,0042,國立澎湖科技大學,學士班(進修),284,134,150
107,公立,技專校院,0042,國立澎湖科技大學,碩士班(日間),69,40,29
107,公立,技專校院,0042,國立澎湖科技大學,碩士在職專班,43,23,20
107,公立,技專校院,0043,國立勤益科技大學,學士班(日間),6749,4591,2158
107,公立,技專校院,0043,國立勤益科技大學,學士班(進修),3498,2872,626
107,公立,技專校院,0043,國立勤益科技大學,碩士班(日間),555,429,126
107,公立,技專校院,0043,國立勤益科技大學,碩士在職專班,281,224,57
107,公立,技專校院,0043,國立勤益科技大學,博士班,18,16,2
107,公立,技專校院,0043,國立勤益科技大學,附設進專,429,310,119
107,公立,技專校院,0043,國立勤益科技大學,附設進院,366,285,81
107,公立,一般大學,0044,國立體育大學,學士班(日間),1675,1075,600
107,公立,一般大學,0044,國立體育大學,學士班(進修),73,55,18
107,公立,一般大學,0044,國立體育大學,碩士班(日間),343,189,154
107,公立,一般大學,0044,國立體育大學,碩士在職專班,216,132,84
107,公立,一般大學,0044,國立體育大學,博士班,158,108,50
107,公立,技專校院,0046,國立臺北護理健康大學,學士班(日間),3693,768,2925
107,公立,技專校院,0046,國立臺北護理健康大學,學士班(進修),714,24,690
107,公立,技專校院,0046,國立臺北護理健康大學,碩士班(日間),568,94,474
107,公立,技專校院,0046,國立臺北護理健康大學,碩士在職專班,203,30,173
107,公立,技專校院,0046,國立臺北護理健康大學,博士班,69,6,63
107,公立,技專校院,0047,國立高雄餐旅大學,二專(進修),12,5,7
107,公立,技專校院,0047,國立高雄餐旅大學,五專,244,96,148
107,公立,技專校院,0047,國立高雄餐旅大學,學士班(日間),3268,936,2332
107,公立,技專校院,0047,國立高雄餐旅大學,學士班(進修),1444,411,1033
107,公立,技專校院,0047,國立高雄餐旅大學,碩士班(日間),150,50,100
107,公立,技專校院,0047,國立高雄餐旅大學,碩士在職專班,50,28,22
107,公立,技專校院,0047,國立高雄餐旅大學,博士班,29,12,17
107,公立,一般大學,0048,國立金門大學,學士班(日間),3153,1593,1560
107,公立,一般大學,0048,國立金門大學,學士班(進修),852,487,365
107,公立,一般大學,0048,國立金門大學,碩士班(日間),207,127,80
107,公立,一般大學,0048,國立金門大學,碩士在職專班,91,69,22
107,公立,一般大學,0049,國立臺灣體育運動大學,學士班(日間),2379,1400,979
107,公立,一般大學,0049,國立臺灣體育運動大學,學士班(進修),365,259,106
107,公立,一般大學,0049,國立臺灣體育運動大學,碩士班(日間),251,122,129
107,公立,一般大學,0049,國立臺灣體育運動大學,碩士在職專班,105,61,44
107,公立,技專校院,0050,國立臺中科技大學,二專(進修),12,0,12
107,公立,技專校院,0050,國立臺中科技大學,五專,3484,759,2725
107,公立,技專校院,0050,國立臺中科技大學,學士班(日間),6932,1883,5049
107,公立,技專校院,0050,國立臺中科技大學,學士班(進修),2550,824,1726
107,公立,技專校院,0050,國立臺中科技大學,碩士班(日間),369,166,203
107,公立,技專校院,0050,國立臺中科技大學,碩士在職專班,218,100,118
107,公立,技專校院,0050,國立臺中科技大學,附設進專,1326,492,834
107,公立,技專校院,0050,國立臺中科技大學,附設進院,1321,437,884
107,公立,技專校院,0051,國立臺北商業大學,二專(進修),2,2,0
107,公立,技專校院,0051,國立臺北商業大學,五專,1874,523,1351
107,公立,技專校院,0051,國立臺北商業大學,學士班(日間),3145,859,2286
107,公立,技專校院,0051,國立臺北商業大學,學士班(進修),1427,423,1004
107,公立,技專校院,0051,國立臺北商業大學,碩士班(日間),238,96,142
107,公立,技專校院,0051,國立臺北商業大學,碩士在職專班,43,23,20
107,公立,技專校院,0051,國立臺北商業大學,附設進專,1040,354,686
107,公立,一般大學,0052,國立屏東大學,學士班(日間),6731,2672,4059
107,公立,一般大學,0052,國立屏東大學,學士班(進修),670,320,350
107,公立,一般大學,0052,國立屏東大學,碩士班(日間),889,381,508
107,公立,一般大學,0052,國立屏東大學,碩士在職專班,633,188,445
107,公立,一般大學,0052,國立屏東大學,博士班,46,24,22
107,公立,技專校院,0053,國立高雄科技大學,五專,639,529,110
107,公立,技專校院,0053,國立高雄科技大學,學士班(日間),17789,10873,6916
107,公立,技專校院,0053,國立高雄科技大學,學士班(進修),3740,2500,1240
107,公立,技專校院,0053,國立高雄科技大學,碩士班(日間),2523,1676,847
107,公立,技專校院,0053,國立高雄科技大學,碩士在職專班,2032,1376,656
107,公立,技專校院,0053,國立高雄科技大學,博士班,551,440,111
107,公立,技專校院,0053,國立高雄科技大學,附設進院,736,411,325
107,公立,技專校院,0144,國立臺灣戲曲學院,學士班(日間),568,200,368
107,公立,技專校院,0144,國立臺灣戲曲學院,學士班(進修),39,19,20
107,公立,技專校院,0221,國立臺南護理專科學校,二專(日間),110,2,108
107,公立,技專校院,0221,國立臺南護理專科學校,二專(進修),53,4,49
107,公立,技專校院,0221,國立臺南護理專科學校,五專,1795,129,1666
107,公立,技專校院,0222,國立臺東專科學校,二專(日間),581,438,143
107,公立,技專校院,0222,國立臺東專科學校,二專(進修),89,53,36
107,公立,技專校院,0222,國立臺東專科學校,五專,504,219,285
107,私立,一般大學,1001,東海大學,學士班(日間),13279,5983,7296
107,私立,一般大學,1001,東海大學,學士班(進修),604,323,281
107,私立,一般大學,1001,東海大學,碩士班(日間),1234,625,609
107,私立,一般大學,1001,東海大學,碩士在職專班,720,350,370
107,私立,一般大學,1001,東海大學,博士班,243,147,96
107,私立,一般大學,1002,輔仁大學,學士班(日間),17839,7598,10241
107,私立,一般大學,1002,輔仁大學,學士班(進修),4487,1700,2787
107,私立,一般大學,1002,輔仁大學,碩士班(日間),2007,847,1160
107,私立,一般大學,1002,輔仁大學,碩士在職專班,1423,604,819
107,私立,一般大學,1002,輔仁大學,博士班,420,233,187
107,私立,一般大學,1003,東吳大學,學士班(日間),12039,4766,7273
107,私立,一般大學,1003,東吳大學,學士班(進修),1071,356,715
107,私立,一般大學,1003,東吳大學,碩士班(日間),1256,572,684
107,私立,一般大學,1003,東吳大學,碩士在職專班,1175,539,636
107,私立,一般大學,1003,東吳大學,博士班,124,66,58
107,私立,一般大學,1004,中原大學,學士班(日間),13361,7271,6090
107,私立,一般大學,1004,中原大學,碩士班(日間),1611,973,638
107,私立,一般大學,1004,中原大學,碩士在職專班,869,542,327
107,私立,一般大學,1004,中原大學,博士班,348,243,105
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(日間),20476,10374,10102
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,學士班(進修),1661,885,776
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士班(日間),1790,1018,772
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,碩士在職專班,988,514,474
107,私立,一般大學,1005,淡江大學學校財團法人淡江大學,博士班,428,283,145
107,私立,一般大學,1006,中國文化大學,學士班(日間),20749,9846,10903
107,私立,一般大學,1006,中國文化大學,學士班(進修),1696,713,983
107,私立,一般大學,1006,中國文化大學,碩士班(日間),1673,895,778
107,私立,一般大學,1006,中國文化大學,碩士在職專班,560,215,345
107,私立,一般大學,1006,中國文化大學,博士班,547,350,197
107,私立,一般大學,1007,逢甲大學,學士班(日間),16832,10363,6469
107,私立,一般大學,1007,逢甲大學,學士班(進修),872,495,377
107,私立,一般大學,1007,逢甲大學,碩士班(日間),1608,1078,530
107,私立,一般大學,1007,逢甲大學,碩士在職專班,1080,661,419
107,私立,一般大學,1007,逢甲大學,博士班,420,315,105
107,私立,一般大學,1008,靜宜大學,學士班(日間),11205,4315,6890
107,私立,一般大學,1008,靜宜大學,碩士班(日間),530,192,338
107,私立,一般大學,1008,靜宜大學,碩士在職專班,323,127,196
107,私立,一般大學,1008,靜宜大學,博士班,46,24,22
107,私立,一般大學,1009,長庚大學,學士班(日間),5260,2652,2608
107,私立,一般大學,1009,長庚大學,碩士班(日間),1096,556,540
107,私立,一般大學,1009,長庚大學,碩士在職專班,199,96,103
107,私立,一般大學,1009,長庚大學,博士班,497,334,163
107,私立,一般大學,1010,元智大學,學士班(日間),7113,4053,3060
107,私立,一般大學,1010,元智大學,碩士班(日間),846,550,296
107,私立,一般大學,1010,元智大學,碩士在職專班,644,420,224
107,私立,一般大學,1010,元智大學,博士班,279,203,76
107,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(日間),5020,3121,1899
107,私立,一般大學,1011,中華大學學校財團法人中華大學,學士班(進修),432,280,152
107,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士班(日間),516,283,233
107,私立,一般大學,1011,中華大學學校財團法人中華大學,碩士在職專班,211,111,100
107,私立,一般大學,1011,中華大學學校財團法人中華大學,博士班,88,62,26
107,私立,一般大學,1012,大葉大學,學士班(日間),8019,4191,3828
107,私立,一般大學,1012,大葉大學,學士班(進修),1104,588,516
107,私立,一般大學,1012,大葉大學,碩士班(日間),670,369,301
107,私立,一般大學,1012,大葉大學,碩士在職專班,384,172,212
107,私立,一般大學,1012,大葉大學,博士班,134,102,32
107,私立,一般大學,1013,華梵大學,學士班(日間),1447,788,659
107,私立,一般大學,1013,華梵大學,碩士班(日間),213,114,99
107,私立,一般大學,1013,華梵大學,碩士在職專班,150,44,106
107,私立,一般大學,1013,華梵大學,博士班,61,39,22
107,私立,一般大學,1014,義守大學,學士班(日間),12546,6278,6268
107,私立,一般大學,1014,義守大學,學士班(進修),1964,1257,707
107,私立,一般大學,1014,義守大學,碩士班(日間),402,249,153
107,私立,一般大學,1014,義守大學,碩士在職專班,473,339,134
107,私立,一般大學,1014,義守大學,博士班,147,113,34
107,私立,一般大學,1015,世新大學,學士班(日間),9671,3409,6262
107,私立,一般大學,1015,世新大學,學士班(進修),425,163,262
107,私立,一般大學,1015,世新大學,碩士班(日間),612,294,318
107,私立,一般大學,1015,世新大學,碩士在職專班,785,422,363
107,私立,一般大學,1015,世新大學,博士班,97,45,52
107,私立,一般大學,1016,銘傳大學,學士班(日間),17333,6868,10465
107,私立,一般大學,1016,銘傳大學,碩士班(日間),741,330,411
107,私立,一般大學,1016,銘傳大學,碩士在職專班,828,382,446
107,私立,一般大學,1016,銘傳大學,博士班,73,30,43
107,私立,一般大學,1017,實踐大學,學士班(日間),11258,3713,7545
107,私立,一般大學,1017,實踐大學,學士班(進修),2161,664,1497
107,私立,一般大學,1017,實踐大學,碩士班(日間),380,161,219
107,私立,一般大學,1017,實踐大學,碩士在職專班,144,56,88
107,私立,一般大學,1017,實踐大學,博士班,25,10,15
107,私立,技專校院,1018,朝陽科技大學,學士班(日間),11461,4783,6678
107,私立,技專校院,1018,朝陽科技大學,學士班(進修),3014,1573,1441
107,私立,技專校院,1018,朝陽科技大學,碩士班(日間),642,349,293
107,私立,技專校院,1018,朝陽科技大學,碩士在職專班,404,212,192
107,私立,技專校院,1018,朝陽科技大學,博士班,91,69,22
107,私立,一般大學,1019,高雄醫學大學,學士班(日間),5546,2445,3101
107,私立,一般大學,1019,高雄醫學大學,學士班(進修),40,0,40
107,私立,一般大學,1019,高雄醫學大學,碩士班(日間),681,231,450
107,私立,一般大學,1019,高雄醫學大學,碩士在職專班,230,85,145
107,私立,一般大學,1019,高雄醫學大學,博士班,305,161,144
107,私立,一般大學,1020,南華大學,學士班(日間),4489,2160,2329
107,私立,一般大學,1020,南華大學,學士班(進修),325,186,139
107,私立,一般大學,1020,南華大學,碩士班(日間),644,271,373
107,私立,一般大學,1020,南華大學,碩士在職專班,392,159,233
107,私立,一般大學,1020,南華大學,博士班,48,27,21
107,私立,一般大學,1021,真理大學,學士班(日間),5830,2834,2996
107,私立,一般大學,1021,真理大學,學士班(進修),218,123,95
107,私立,一般大學,1021,真理大學,碩士班(日間),135,84,51
107,私立,一般大學,1021,真理大學,碩士在職專班,21,10,11
107,私立,一般大學,1022,大同大學,學士班(日間),3689,2226,1463
107,私立,一般大學,1022,大同大學,碩士班(日間),353,264,89
107,私立,一般大學,1022,大同大學,碩士在職專班,232,178,54
107,私立,一般大學,1022,大同大學,博士班,116,66,50
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,五專,66,61,5
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(日間),12892,7178,5714
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,學士班(進修),4345,2665,1680
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士班(日間),830,474,356
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,碩士在職專班,390,192,198
107,私立,技專校院,1023,南臺學校財團法人南臺科技大學,博士班,99,83,16
107,私立,技專校院,1024,崑山科技大學,學士班(日間),7795,4613,3182
107,私立,技專校院,1024,崑山科技大學,學士班(進修),3323,2245,1078
107,私立,技專校院,1024,崑山科技大學,碩士班(日間),353,230,123
107,私立,技專校院,1024,崑山科技大學,碩士在職專班,170,121,49
107,私立,技專校院,1024,崑山科技大學,博士班,36,27,9
107,私立,技專校院,1024,崑山科技大學,附設進專,117,62,55
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(日間),11115,4622,6493
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,學士班(進修),2787,1260,1527
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士班(日間),207,94,113
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,碩士在職專班,238,99,139
107,私立,技專校院,1025,嘉藥學校財團法人嘉南藥理大學,附設進院,1,1,0
107,私立,技專校院,1026,樹德科技大學,學士班(日間),7881,3332,4549
107,私立,技專校院,1026,樹德科技大學,學士班(進修),2023,977,1046
107,私立,技專校院,1026,樹德科技大學,碩士班(日間),249,130,119
107,私立,技專校院,1026,樹德科技大學,碩士在職專班,438,190,248
107,私立,技專校院,1026,樹德科技大學,博士班,35,17,18
107,私立,技專校院,1026,樹德科技大學,附設進專,497,195,302
107,私立,一般大學,1027,慈濟學校財團法人慈濟大學,學士班(日間),2968,1148,1820
107,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士班(日間),336,121,215
107,私立,一般大學,1027,慈濟學校財團法人慈濟大學,碩士在職專班,43,7,36
107,私立,一般大學,1027,慈濟學校財團法人慈濟大學,博士班,101,53,48
107,私立,一般大學,1028,臺北醫學大學,學士班(日間),4762,2000,2762
107,私立,一般大學,1028,臺北醫學大學,學士班(進修),1,0,1
107,私立,一般大學,1028,臺北醫學大學,碩士班(日間),621,222,399
107,私立,一般大學,1028,臺北醫學大學,碩士在職專班,267,65,202
107,私立,一般大學,1028,臺北醫學大學,博士班,489,275,214
107,私立,一般大學,1029,中山醫學大學,學士班(日間),6099,2355,3744
107,私立,一般大學,1029,中山醫學大學,學士班(進修),120,42,78
107,私立,一般大學,1029,中山醫學大學,碩士班(日間),476,142,334
107,私立,一般大學,1029,中山醫學大學,碩士在職專班,194,47,147
107,私立,一般大學,1029,中山醫學大學,博士班,207,138,69
107,私立,技專校院,1030,龍華科技大學,五專,246,209,37
107,私立,技專校院,1030,龍華科技大學,學士班(日間),6787,4403,2384
107,私立,技專校院,1030,龍華科技大學,學士班(進修),3738,2773,965
107,私立,技專校院,1030,龍華科技大學,碩士班(日間),288,208,80
107,私立,技專校院,1030,龍華科技大學,碩士在職專班,170,109,61
107,私立,技專校院,1031,輔英科技大學,五專,2693,284,2409
107,私立,技專校院,1031,輔英科技大學,學士班(日間),5249,1715,3534
107,私立,技專校院,1031,輔英科技大學,學士班(進修),1216,515,701
107,私立,技專校院,1031,輔英科技大學,碩士班(日間),132,43,89
