,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,學制,學生總人數,學生學期內退學人數,男,女
,103,1,私立,一般大學,1028,臺北醫學大學,博士班,402,11,6,5
,103,1,私立,一般大學,1029,中山醫學大學,學士班(日間),6423,185,86,99
,103,1,私立,一般大學,1029,中山醫學大學,學士班(進修),289,16,2,14
,103,1,私立,一般大學,1029,中山醫學大學,碩士班(日間),510,23,10,13
,103,1,私立,一般大學,1029,中山醫學大學,碩士在職專班,117,4,2,2
,103,1,私立,一般大學,1029,中山醫學大學,博士班,227,8,5,3
,103,1,私立,一般大學,1033,長榮大學,學士班(日間),9100,345,180,165
,103,1,私立,一般大學,1033,長榮大學,學士班(進修),646,47,30,17
,103,1,私立,一般大學,1033,長榮大學,碩士班(日間),500,31,15,16
,103,1,私立,一般大學,1033,長榮大學,碩士在職專班,190,7,4,3
,103,1,私立,一般大學,1033,長榮大學,博士班,38,2,1,1
,103,1,私立,一般大學,1035,中國醫藥大學,學士班(日間),6355,141,71,70
,103,1,私立,一般大學,1035,中國醫藥大學,學士班(進修),84,12,0,12
,103,1,私立,一般大學,1035,中國醫藥大學,碩士班(日間),517,32,18,14
,103,1,私立,一般大學,1035,中國醫藥大學,碩士在職專班,77,2,1,1
,103,1,私立,一般大學,1035,中國醫藥大學,博士班,337,19,14,5
,103,1,私立,一般大學,1039,玄奘大學,學士班(日間),4183,250,111,139
,103,1,私立,一般大學,1039,玄奘大學,學士班(進修),1331,138,71,67
,103,1,私立,一般大學,1039,玄奘大學,碩士班(日間),376,40,25,15
,103,1,私立,一般大學,1039,玄奘大學,碩士在職專班,232,13,5,8
,103,1,私立,一般大學,1039,玄奘大學,博士班,16,0,0,0
,103,1,私立,一般大學,1048,亞洲大學,學士班(日間),9602,303,167,136
,103,1,私立,一般大學,1048,亞洲大學,學士班(進修),1354,149,90,59
,103,1,私立,一般大學,1048,亞洲大學,碩士班(日間),625,54,29,25
,103,1,私立,一般大學,1048,亞洲大學,碩士在職專班,526,17,6,11
,103,1,私立,一般大學,1048,亞洲大學,博士班,164,7,3,4
,103,1,私立,一般大學,1049,開南大學,學士班(日間),7758,412,225,187
,103,1,私立,一般大學,1049,開南大學,學士班(進修),1319,144,95,49
,103,1,私立,一般大學,1049,開南大學,碩士班(日間),298,11,5,6
,103,1,私立,一般大學,1049,開南大學,碩士在職專班,367,6,5,1
,103,1,私立,一般大學,1050,佛光大學,學士班(日間),2803,156,78,78
,103,1,私立,一般大學,1050,佛光大學,碩士班(日間),659,72,35,37
,103,1,私立,一般大學,1050,佛光大學,碩士在職專班,243,26,19,7
,103,1,私立,一般大學,1050,佛光大學,博士班,47,2,1,1
,103,1,私立,一般大學,1058,明道大學,學士班(日間),3672,227,134,93
,103,1,私立,一般大學,1058,明道大學,學士班(進修),1732,206,135,71
,103,1,私立,一般大學,1058,明道大學,碩士班(日間),192,21,13,8
,103,1,私立,一般大學,1058,明道大學,碩士在職專班,71,4,2,2
,103,1,私立,一般大學,1058,明道大學,博士班,8,0,0,0
,103,1,私立,一般大學,1059,康寧大學,學士班(日間),1166,115,60,55
,103,1,私立,一般大學,1059,康寧大學,學士班(進修),456,36,14,22
,103,1,私立,一般大學,1059,康寧大學,碩士班(日間),201,6,4,2
,103,1,私立,一般大學,1059,康寧大學,碩士在職專班,182,2,0,2
,103,1,私立,一般大學,1067,台灣首府大學,學士班(日間),3592,329,201,128
,103,1,私立,一般大學,1067,台灣首府大學,學士班(進修),942,101,69,32
,103,1,私立,一般大學,1067,台灣首府大學,碩士班(日間),69,1,1,0
,103,1,私立,一般大學,1067,台灣首府大學,碩士在職專班,7,0,0,0
,103,1,私立,一般大學,1125,中信金融管理學院,學士班(日間),197,242,195,47
,103,1,私立,一般大學,1125,中信金融管理學院,學士班(進修),277,271,113,158
,103,1,私立,一般大學,1176,稻江科技暨管理學院,學士班(日間),1755,129,67,62
,103,1,私立,一般大學,1176,稻江科技暨管理學院,學士班(進修),845,84,52,32
,103,1,私立,一般大學,1176,稻江科技暨管理學院,碩士班(日間),67,6,3,3
,103,1,私立,一般大學,1176,稻江科技暨管理學院,碩士在職專班,52,0,0,0
,103,1,私立,一般大學,1195,馬偕醫學院,學士班(日間),509,8,3,5
,103,1,私立,一般大學,1195,馬偕醫學院,學士班(進修),11,0,0,0
,103,1,私立,一般大學,1195,馬偕醫學院,碩士班(日間),10,0,0,0
,103,1,私立,一般大學,1196,法鼓文理學院,學士班(日間),48,1,0,1
,103,1,私立,一般大學,1196,法鼓文理學院,碩士班(日間),70,1,1,0
,103,1,私立,一般大學,1196,法鼓文理學院,博士班,8,0,0,0
,103,1,私立,一般大學,1R02,基督教台灣浸會神學院,碩士班(日間),47,2,1,1
,103,1,私立,一般大學,1R03,臺北基督學院,學士班(日間),116,0,0,0
,103,1,私立,技專校院,1018,朝陽科技大學,學士班(日間),11675,300,168,132
,103,1,私立,技專校院,1018,朝陽科技大學,學士班(進修),3543,334,172,162
,103,1,私立,技專校院,1018,朝陽科技大學,碩士班(日間),767,43,27,16
,103,1,私立,技專校院,1018,朝陽科技大學,碩士在職專班,497,34,19,15
,103,1,私立,技專校院,1018,朝陽科技大學,博士班,88,5,5,0
,103,1,私立,技專校院,1023,南臺科技大學,學士班(日間),13281,261,151,110
,103,1,私立,技專校院,1023,南臺科技大學,學士班(進修),4613,292,178,114
,103,1,私立,技專校院,1023,南臺科技大學,碩士班(日間),1013,80,54,26
,103,1,私立,技專校院,1023,南臺科技大學,碩士在職專班,474,48,32,16
,103,1,私立,技專校院,1023,南臺科技大學,博士班,61,4,4,0
,103,1,私立,技專校院,1024,崑山科技大學,學士班(日間),8669,189,115,74
,103,1,私立,技專校院,1024,崑山科技大學,學士班(進修),3384,277,183,94
,103,1,私立,技專校院,1024,崑山科技大學,碩士班(日間),463,11,8,3
,103,1,私立,技專校院,1024,崑山科技大學,碩士在職專班,190,2,1,1
,103,1,私立,技專校院,1024,崑山科技大學,博士班,33,0,0,0
,103,1,私立,技專校院,1025,嘉南藥理大學,學士班(日間),13119,321,116,205
,103,1,私立,技專校院,1025,嘉南藥理大學,學士班(進修),3375,361,180,181
,103,1,私立,技專校院,1025,嘉南藥理大學,碩士班(日間),329,33,16,17
,103,1,私立,技專校院,1025,嘉南藥理大學,碩士在職專班,197,17,6,11
,103,1,私立,技專校院,1026,樹德科技大學,學士班(日間),8242,301,145,156
,103,1,私立,技專校院,1026,樹德科技大學,學士班(進修),2261,161,94,67
,103,1,私立,技專校院,1026,樹德科技大學,碩士班(日間),377,21,11,10
,103,1,私立,技專校院,1026,樹德科技大學,碩士在職專班,497,14,6,8
,103,1,私立,技專校院,1026,樹德科技大學,博士班,23,0,0,0
,103,1,私立,技專校院,1030,龍華科技大學,二專(日間),49,4,3,1
,103,1,私立,技專校院,1030,龍華科技大學,學士班(日間),6712,198,118,80
,103,1,私立,技專校院,1030,龍華科技大學,學士班(進修),4053,297,191,106
,103,1,私立,技專校院,1030,龍華科技大學,碩士班(日間),355,14,10,4
,103,1,私立,技專校院,1030,龍華科技大學,碩士在職專班,85,1,1,0
,103,1,私立,技專校院,1031,輔英科技大學,五專,3058,55,9,46
,103,1,私立,技專校院,1031,輔英科技大學,學士班(日間),5342,273,118,155
,103,1,私立,技專校院,1031,輔英科技大學,學士班(進修),1192,109,67,42
,103,1,私立,技專校院,1031,輔英科技大學,碩士班(日間),128,7,2,5
,103,1,私立,技專校院,1031,輔英科技大學,碩士在職專班,46,2,0,2
,103,1,私立,技專校院,1032,明新科技大學,二專(日間),22,4,2,2
,103,1,私立,技專校院,1032,明新科技大學,二專(進修),122,21,5,16
,103,1,私立,技專校院,1032,明新科技大學,五專,0,2,1,1
,103,1,私立,技專校院,1032,明新科技大學,學士班(日間),8788,175,113,62
,103,1,私立,技專校院,1032,明新科技大學,學士班(進修),3935,375,232,143
,103,1,私立,技專校院,1032,明新科技大學,碩士班(日間),364,2,2,0
,103,1,私立,技專校院,1032,明新科技大學,碩士在職專班,236,14,12,2
,103,1,私立,技專校院,1034,弘光科技大學,二專(進修),22,1,1,0
,103,1,私立,技專校院,1034,弘光科技大學,五專,273,3,1,2
,103,1,私立,技專校院,1034,弘光科技大學,學士班(日間),7941,189,74,115
,103,1,私立,技專校院,1034,弘光科技大學,學士班(進修),4296,245,95,150
,103,1,私立,技專校院,1034,弘光科技大學,碩士班(日間),205,25,12,13
,103,1,私立,技專校院,1034,弘光科技大學,碩士在職專班,99,10,4,6
,103,1,私立,技專校院,1036,健行科技大學,二專(日間),140,17,14,3
,103,1,私立,技專校院,1036,健行科技大學,學士班(日間),8420,286,185,101
,103,1,私立,技專校院,1036,健行科技大學,學士班(進修),3572,213,153,60
,103,1,私立,技專校院,1036,健行科技大學,碩士班(日間),348,16,13,3
,103,1,私立,技專校院,1036,健行科技大學,碩士在職專班,149,3,2,1
,103,1,私立,技專校院,1037,正修科技大學,二專(日間),16,3,3,0
,103,1,私立,技專校院,1037,正修科技大學,二專(進修),9,2,2,0
,103,1,私立,技專校院,1037,正修科技大學,五專,15,0,0,0
,103,1,私立,技專校院,1037,正修科技大學,學士班(日間),10031,337,201,136
,103,1,私立,技專校院,1037,正修科技大學,學士班(進修),6995,454,305,149
,103,1,私立,技專校院,1037,正修科技大學,碩士班(日間),340,13,7,6
,103,1,私立,技專校院,1037,正修科技大學,碩士在職專班,101,9,5,4
,103,1,私立,技專校院,1037,正修科技大學,博士班,11,0,0,0
,103,1,私立,技專校院,1038,萬能科技大學,二專(進修),0,2,1,1
,103,1,私立,技專校院,1038,萬能科技大學,學士班(日間),6474,210,113,97
,103,1,私立,技專校院,1038,萬能科技大學,學士班(進修),4161,160,98,62
,103,1,私立,技專校院,1038,萬能科技大學,碩士班(日間),147,2,2,0
,103,1,私立,技專校院,1038,萬能科技大學,碩士在職專班,136,0,0,0
,103,1,私立,技專校院,1040,建國科技大學,二專(日間),36,7,0,7
,103,1,私立,技專校院,1040,建國科技大學,二專(進修),5,3,3,0
,103,1,私立,技專校院,1040,建國科技大學,學士班(日間),7407,360,216,144
,103,1,私立,技專校院,1040,建國科技大學,學士班(進修),1816,133,88,45
,103,1,私立,技專校院,1040,建國科技大學,碩士班(日間),210,11,8,3
,103,1,私立,技專校院,1041,明志科技大學,二專(進修),2,0,0,0
,103,1,私立,技專校院,1041,明志科技大學,五專,39,0,0,0
,103,1,私立,技專校院,1041,明志科技大學,學士班(日間),3465,34,23,11
,103,1,私立,技專校院,1041,明志科技大學,學士班(進修),498,47,34,13
,103,1,私立,技專校院,1041,明志科技大學,碩士班(日間),415,23,19,4
,103,1,私立,技專校院,1041,明志科技大學,碩士在職專班,46,6,5,1
,103,1,私立,技專校院,1042,高苑科技大學,二專(日間),12,10,9,1
,103,1,私立,技專校院,1042,高苑科技大學,五專,0,2,2,0
,103,1,私立,技專校院,1042,高苑科技大學,學士班(日間),5826,278,181,97
,103,1,私立,技專校院,1042,高苑科技大學,學士班(進修),1465,92,73,19
,103,1,私立,技專校院,1042,高苑科技大學,碩士班(日間),131,6,5,1
,103,1,私立,技專校院,1042,高苑科技大學,碩士在職專班,289,5,4,1
,103,1,私立,技專校院,1043,大仁科技大學,五專,3,12,6,6
,103,1,私立,技專校院,1043,大仁科技大學,學士班(日間),5643,224,104,120
,103,1,私立,技專校院,1043,大仁科技大學,學士班(進修),1901,72,35,37
,103,1,私立,技專校院,1043,大仁科技大學,碩士班(日間),65,4,2,2
,103,1,私立,技專校院,1043,大仁科技大學,碩士在職專班,145,15,13,2
,103,1,私立,技專校院,1044,聖約翰科技大學,學士班(日間),5173,233,153,80
,103,1,私立,技專校院,1044,聖約翰科技大學,學士班(進修),481,54,35,19
,103,1,私立,技專校院,1044,聖約翰科技大學,碩士班(日間),181,11,10,1
,103,1,私立,技專校院,1044,聖約翰科技大學,碩士在職專班,90,2,1,1
,103,1,私立,技專校院,1045,嶺東科技大學,二專(日間),46,0,0,0
,103,1,私立,技專校院,1045,嶺東科技大學,學士班(日間),7640,223,106,117
,103,1,私立,技專校院,1045,嶺東科技大學,學士班(進修),2561,364,198,166
,103,1,私立,技專校院,1045,嶺東科技大學,碩士班(日間),231,9,5,4
,103,1,私立,技專校院,1045,嶺東科技大學,碩士在職專班,106,6,5,1
,103,1,私立,技專校院,1046,中國科技大學,五專,0,2,1,1
,103,1,私立,技專校院,1046,中國科技大學,學士班(日間),9248,401,179,222
,103,1,私立,技專校院,1046,中國科技大學,學士班(進修),2635,224,138,86
,103,1,私立,技專校院,1046,中國科技大學,碩士班(日間),144,9,6,3
,103,1,私立,技專校院,1046,中國科技大學,碩士在職專班,35,0,0,0
,103,1,私立,技專校院,1047,中臺科技大學,學士班(日間),6345,231,98,133
,103,1,私立,技專校院,1047,中臺科技大學,學士班(進修),3007,239,108,131
,103,1,私立,技專校院,1047,中臺科技大學,碩士班(日間),177,21,12,9
,103,1,私立,技專校院,1047,中臺科技大學,碩士在職專班,249,14,3,11
,103,1,私立,技專校院,1047,中臺科技大學,博士班,20,0,0,0
,103,1,私立,技專校院,1051,台南應用科技大學,五專,1211,44,7,37
,103,1,私立,技專校院,1051,台南應用科技大學,學士班(日間),8587,256,79,177
,103,1,私立,技專校院,1051,台南應用科技大學,學士班(進修),2724,188,89,99
,103,1,私立,技專校院,1051,台南應用科技大學,碩士班(日間),154,2,1,1
,103,1,私立,技專校院,1051,台南應用科技大學,碩士在職專班,159,6,3,3
,103,1,私立,技專校院,1052,遠東科技大學,二專(進修),45,5,5,0
,103,1,私立,技專校院,1052,遠東科技大學,五專,0,2,1,1
,103,1,私立,技專校院,1052,遠東科技大學,學士班(日間),7870,343,211,132
,103,1,私立,技專校院,1052,遠東科技大學,學士班(進修),671,39,33,6
,103,1,私立,技專校院,1052,遠東科技大學,碩士班(日間),179,10,9,1
,103,1,私立,技專校院,1052,遠東科技大學,碩士在職專班,45,3,3,0
,103,1,私立,技專校院,1053,元培醫事科技大學,學士班(日間),5733,192,119,73
,103,1,私立,技專校院,1053,元培醫事科技大學,學士班(進修),1400,60,45,15
,103,1,私立,技專校院,1053,元培醫事科技大學,碩士班(日間),222,1,1,0
,103,1,私立,技專校院,1053,元培醫事科技大學,碩士在職專班,26,0,0,0
,103,1,私立,技專校院,1054,景文科技大學,二專(進修),2,0,0,0
,103,1,私立,技專校院,1054,景文科技大學,學士班(日間),5923,207,106,101
,103,1,私立,技專校院,1054,景文科技大學,學士班(進修),2293,233,140,93
,103,1,私立,技專校院,1054,景文科技大學,碩士班(日間),50,4,4,0
,103,1,私立,技專校院,1054,景文科技大學,碩士在職專班,95,14,8,6
,103,1,私立,技專校院,1055,中華醫事科技大學,二專(日間),79,2,1,1
,103,1,私立,技專校院,1055,中華醫事科技大學,五專,2002,58,16,42
,103,1,私立,技專校院,1055,中華醫事科技大學,學士班(日間),5153,206,102,104
,103,1,私立,技專校院,1055,中華醫事科技大學,學士班(進修),1868,112,45,67
,103,1,私立,技專校院,1055,中華醫事科技大學,碩士班(日間),46,3,2,1
,103,1,私立,技專校院,1056,東南科技大學,二專(日間),48,7,5,2
,103,1,私立,技專校院,1056,東南科技大學,學士班(日間),6702,359,254,105
,103,1,私立,技專校院,1056,東南科技大學,學士班(進修),607,54,39,15
,103,1,私立,技專校院,1056,東南科技大學,碩士班(日間),127,8,7,1
,103,1,私立,技專校院,1056,東南科技大學,碩士在職專班,68,2,2,0
,103,1,私立,技專校院,1057,德明財經科技大學,二專(日間),1,0,0,0
,103,1,私立,技專校院,1057,德明財經科技大學,二專(進修),0,3,2,1
,103,1,私立,技專校院,1057,德明財經科技大學,學士班(日間),7244,106,43,63
,103,1,私立,技專校院,1057,德明財經科技大學,學士班(進修),1826,79,36,43
,103,1,私立,技專校院,1057,德明財經科技大學,碩士班(日間),58,4,2,2
,103,1,私立,技專校院,1057,德明財經科技大學,碩士在職專班,52,1,0,1
,103,1,私立,技專校院,1060,南開科技大學,二專(日間),18,2,0,2
,103,1,私立,技專校院,1060,南開科技大學,五專,1129,117,89,28
,103,1,私立,技專校院,1060,南開科技大學,學士班(日間),3723,205,136,69
,103,1,私立,技專校院,1060,南開科技大學,學士班(進修),1221,90,57,33
,103,1,私立,技專校院,1060,南開科技大學,碩士班(日間),112,8,8,0
,103,1,私立,技專校院,1060,南開科技大學,碩士在職專班,143,6,2,4
,103,1,私立,技專校院,1061,中華科技大學,二專(進修),4,0,0,0
,103,1,私立,技專校院,1061,中華科技大學,學士班(日間),6697,292,176,116
,103,1,私立,技專校院,1061,中華科技大學,學士班(進修),1388,82,62,20
,103,1,私立,技專校院,1061,中華科技大學,碩士班(日間),295,16,12,4
,103,1,私立,技專校院,1061,中華科技大學,碩士在職專班,128,6,4,2
,103,1,私立,技專校院,1062,僑光科技大學,二專(日間),137,11,5,6
,103,1,私立,技專校院,1062,僑光科技大學,二專(進修),86,5,3,2
,103,1,私立,技專校院,1062,僑光科技大學,五專,463,62,29,33
,103,1,私立,技專校院,1062,僑光科技大學,學士班(日間),6280,145,56,89
,103,1,私立,技專校院,1062,僑光科技大學,學士班(進修),3732,275,144,131
,103,1,私立,技專校院,1062,僑光科技大學,碩士班(日間),83,10,7,3
,103,1,私立,技專校院,1062,僑光科技大學,碩士在職專班,65,4,1,3
,103,1,私立,技專校院,1063,育達科技大學,學士班(日間),4145,321,169,152
,103,1,私立,技專校院,1063,育達科技大學,學士班(進修),1760,208,131,77
,103,1,私立,技專校院,1063,育達科技大學,碩士班(日間),116,8,6,2
,103,1,私立,技專校院,1063,育達科技大學,碩士在職專班,90,4,3,1
,103,1,私立,技專校院,1064,美和科技大學,二專(進修),21,0,0,0
,103,1,私立,技專校院,1064,美和科技大學,五專,1906,66,13,53
,103,1,私立,技專校院,1064,美和科技大學,學士班(日間),3920,195,93,102
,103,1,私立,技專校院,1064,美和科技大學,學士班(進修),1965,143,63,80
,103,1,私立,技專校院,1064,美和科技大學,碩士班(日間),207,2,2,0
,103,1,私立,技專校院,1064,美和科技大學,碩士在職專班,78,3,1,2
,103,1,私立,技專校院,1065,吳鳳科技大學,二專(日間),14,9,7,2
,103,1,私立,技專校院,1065,吳鳳科技大學,二專(進修),28,18,10,8
,103,1,私立,技專校院,1065,吳鳳科技大學,五專,0,1,1,0
,103,1,私立,技專校院,1065,吳鳳科技大學,學士班(日間),4328,163,102,61
,103,1,私立,技專校院,1065,吳鳳科技大學,學士班(進修),1141,102,71,31
,103,1,私立,技專校院,1065,吳鳳科技大學,碩士班(日間),30,4,4,0
,103,1,私立,技專校院,1065,吳鳳科技大學,碩士在職專班,81,2,1,1
,103,1,私立,技專校院,1066,環球科技大學,二專(日間),34,27,20,7
,103,1,私立,技專校院,1066,環球科技大學,二專(進修),358,52,30,22
,103,1,私立,技專校院,1066,環球科技大學,學士班(日間),4412,303,154,149
,103,1,私立,技專校院,1066,環球科技大學,學士班(進修),1405,71,43,28
,103,1,私立,技專校院,1066,環球科技大學,碩士班(日間),115,14,7,7
,103,1,私立,技專校院,1066,環球科技大學,碩士在職專班,34,0,0,0
,103,1,私立,技專校院,1068,中州科技大學,二專(日間),31,1,1,0
,103,1,私立,技專校院,1068,中州科技大學,學士班(日間),3173,175,107,68
,103,1,私立,技專校院,1068,中州科技大學,學士班(進修),1754,105,69,36
,103,1,私立,技專校院,1068,中州科技大學,碩士班(日間),71,8,4,4
,103,1,私立,技專校院,1068,中州科技大學,碩士在職專班,45,1,1,0
,103,1,私立,技專校院,1069,修平科技大學,二專(日間),14,1,1,0
,103,1,私立,技專校院,1069,修平科技大學,二專(進修),38,15,13,2
,103,1,私立,技專校院,1069,修平科技大學,學士班(日間),5636,425,259,166
,103,1,私立,技專校院,1069,修平科技大學,學士班(進修),872,150,123,27
,103,1,私立,技專校院,1069,修平科技大學,碩士班(日間),72,9,9,0
,103,1,私立,技專校院,1070,長庚科技大學,五專,1686,9,0,9
,103,1,私立,技專校院,1070,長庚科技大學,學士班(日間),3852,51,5,46
,103,1,私立,技專校院,1070,長庚科技大學,學士班(進修),1985,54,3,51
,103,1,私立,技專校院,1070,長庚科技大學,碩士班(日間),38,0,0,0
,103,1,私立,技專校院,1070,長庚科技大學,碩士在職專班,34,1,0,1
,103,1,私立,技專校院,1071,臺北城市科技大學,二專(日間),175,40,30,10
,103,1,私立,技專校院,1071,臺北城市科技大學,二專(進修),80,15,9,6
,103,1,私立,技專校院,1071,臺北城市科技大學,五專,1578,105,80,25
,103,1,私立,技專校院,1071,臺北城市科技大學,學士班(日間),6964,363,224,139
,103,1,私立,技專校院,1071,臺北城市科技大學,學士班(進修),934,87,57,30
,103,1,私立,技專校院,1071,臺北城市科技大學,碩士班(日間),101,8,5,3
,103,1,私立,技專校院,1072,大華科技大學,二專(進修),74,0,0,0
,103,1,私立,技專校院,1072,大華科技大學,五專,1273,165,122,43
,103,1,私立,技專校院,1072,大華科技大學,學士班(日間),1608,149,108,41
,103,1,私立,技專校院,1072,大華科技大學,學士班(進修),1275,81,62,19
,103,1,私立,技專校院,1072,大華科技大學,碩士班(日間),28,3,3,0
,103,1,私立,技專校院,1072,大華科技大學,碩士在職專班,6,0,0,0
,103,1,私立,技專校院,1073,醒吾科技大學,二專(日間),27,1,1,0
,103,1,私立,技專校院,1073,醒吾科技大學,二專(進修),0,4,3,1
,103,1,私立,技專校院,1073,醒吾科技大學,五專,1323,113,54,59
,103,1,私立,技專校院,1073,醒吾科技大學,學士班(日間),5911,211,87,124
,103,1,私立,技專校院,1073,醒吾科技大學,學士班(進修),1410,60,39,21
,103,1,私立,技專校院,1073,醒吾科技大學,碩士班(日間),84,3,3,0
,103,1,私立,技專校院,1073,醒吾科技大學,碩士在職專班,48,3,2,1
,103,1,私立,技專校院,1074,南榮科技大學,二專(進修),351,39,29,10
,103,1,私立,技專校院,1074,南榮科技大學,五專,317,30,22,8
,103,1,私立,技專校院,1074,南榮科技大學,學士班(日間),1638,132,83,49
,103,1,私立,技專校院,1074,南榮科技大學,學士班(進修),1233,116,78,38
,103,1,私立,技專校院,1074,南榮科技大學,碩士班(日間),25,0,0,0
,103,1,私立,技專校院,1074,南榮科技大學,碩士在職專班,34,0,0,0
,103,1,私立,技專校院,1075,文藻外語大學,五專,1768,33,9,24
,103,1,私立,技專校院,1075,文藻外語大學,學士班(日間),5435,145,46,99
,103,1,私立,技專校院,1075,文藻外語大學,學士班(進修),1902,190,77,113
,103,1,私立,技專校院,1075,文藻外語大學,碩士班(日間),86,8,4,4
,103,1,私立,技專校院,1075,文藻外語大學,碩士在職專班,72,8,6,2
,103,1,私立,技專校院,1076,華夏科技大學,二專(進修),345,63,43,20
,103,1,私立,技專校院,1076,華夏科技大學,五專,473,41,36,5
,103,1,私立,技專校院,1076,華夏科技大學,學士班(日間),3258,199,125,74
,103,1,私立,技專校院,1076,華夏科技大學,學士班(進修),1156,157,122,35
,103,1,私立,技專校院,1076,華夏科技大學,碩士班(日間),21,1,1,0
,103,1,私立,技專校院,1076,華夏科技大學,碩士在職專班,65,0,0,0
,103,1,私立,技專校院,1148,大漢技術學院,二專(進修),215,17,10,7
,103,1,私立,技專校院,1148,大漢技術學院,學士班(日間),943,113,78,35
,103,1,私立,技專校院,1148,大漢技術學院,學士班(進修),791,45,39,6
,103,1,私立,技專校院,1148,大漢技術學院,碩士班(日間),73,1,1,0
,103,1,私立,技專校院,1150,慈濟技術學院,五專,1208,12,1,11
,103,1,私立,技專校院,1150,慈濟技術學院,學士班(日間),1377,52,19,33
,103,1,私立,技專校院,1150,慈濟技術學院,學士班(進修),106,10,0,10
,103,1,私立,技專校院,1150,慈濟技術學院,碩士班(日間),20,1,1,0
,103,1,私立,技專校院,1159,和春技術學院,二專(進修),193,12,10,2
,103,1,私立,技專校院,1159,和春技術學院,五專,400,39,24,15
,103,1,私立,技專校院,1159,和春技術學院,學士班(日間),1459,169,106,63
,103,1,私立,技專校院,1159,和春技術學院,學士班(進修),856,75,55,20
,103,1,私立,技專校院,1159,和春技術學院,碩士班(日間),10,2,2,0
,103,1,私立,技專校院,1164,致理技術學院,二專(日間),238,18,12,6
,103,1,私立,技專校院,1164,致理技術學院,二專(進修),0,1,0,1
,103,1,私立,技專校院,1164,致理技術學院,五專,1590,43,10,33
,103,1,私立,技專校院,1164,致理技術學院,學士班(日間),6737,118,41,77
,103,1,私立,技專校院,1164,致理技術學院,學士班(進修),3138,145,48,97
,103,1,私立,技專校院,1164,致理技術學院,碩士班(日間),21,2,0,2
,103,1,私立,技專校院,1164,致理技術學院,碩士在職專班,27,1,1,0
,103,1,私立,技專校院,1166,亞東技術學院,二專(日間),33,3,2,1
,103,1,私立,技專校院,1166,亞東技術學院,學士班(日間),4877,138,100,38
,103,1,私立,技專校院,1166,亞東技術學院,學士班(進修),292,40,20,20
,103,1,私立,技專校院,1166,亞東技術學院,碩士班(日間),61,9,7,2
,103,1,私立,技專校院,1168,桃園創新技術學院,二專(日間),245,21,9,12
,103,1,私立,技專校院,1168,桃園創新技術學院,學士班(日間),4532,304,166,138
,103,1,私立,技專校院,1168,桃園創新技術學院,學士班(進修),1258,151,94,57
,103,1,私立,技專校院,1168,桃園創新技術學院,碩士班(日間),45,2,2,0
,103,1,私立,技專校院,1179,德霖技術學院,二專(日間),183,5,2,3
,103,1,私立,技專校院,1179,德霖技術學院,二專(進修),436,53,34,19
,103,1,私立,技專校院,1179,德霖技術學院,五專,1809,49,31,18
,103,1,私立,技專校院,1179,德霖技術學院,學士班(日間),3306,74,56,18
,103,1,私立,技專校院,1179,德霖技術學院,學士班(進修),1848,143,105,38
,103,1,私立,技專校院,1182,蘭陽技術學院,二專(日間),17,6,2,4
,103,1,私立,技專校院,1182,蘭陽技術學院,二專(進修),3,2,2,0
,103,1,私立,技專校院,1182,蘭陽技術學院,五專,840,72,48,24
,103,1,私立,技專校院,1182,蘭陽技術學院,學士班(日間),1235,90,60,30
,103,1,私立,技專校院,1182,蘭陽技術學院,學士班(進修),13,1,1,0
,103,1,私立,技專校院,1183,黎明技術學院,二專(進修),136,2,0,2
,103,1,私立,技專校院,1183,黎明技術學院,五專,943,49,47,2
,103,1,私立,技專校院,1183,黎明技術學院,學士班(日間),2666,117,63,54
,103,1,私立,技專校院,1183,黎明技術學院,學士班(進修),857,68,50,18
,103,1,私立,技專校院,1184,東方設計學院,二專(日間),11,2,2,0
,103,1,私立,技專校院,1184,東方設計學院,五專,1591,42,21,21
,103,1,私立,技專校院,1184,東方設計學院,學士班(日間),2106,59,30,29
,103,1,私立,技專校院,1184,東方設計學院,學士班(進修),152,7,3,4
,103,1,私立,技專校院,1184,東方設計學院,碩士班(日間),47,1,1,0
,103,1,私立,技專校院,1184,東方設計學院,碩士在職專班,63,3,2,1
,103,1,私立,技專校院,1184,東方設計學院,博士班,3,0,0,0
,103,1,私立,技專校院,1185,經國管理暨健康學院,五專,1636,104,35,69
,103,1,私立,技專校院,1185,經國管理暨健康學院,學士班(日間),1867,102,47,55
,103,1,私立,技專校院,1185,經國管理暨健康學院,學士班(進修),534,57,26,31
,103,1,私立,技專校院,1185,經國管理暨健康學院,碩士班(日間),23,2,2,0
,103,1,私立,技專校院,1185,經國管理暨健康學院,碩士在職專班,44,0,0,0
,103,1,私立,技專校院,1187,崇右技術學院,五專,913,69,34,35
,103,1,私立,技專校院,1187,崇右技術學院,學士班(日間),2265,153,69,84
,103,1,私立,技專校院,1187,崇右技術學院,學士班(進修),0,1,1,0
,103,1,私立,技專校院,1187,崇右技術學院,碩士班(日間),40,1,0,1
,103,1,私立,技專校院,1188,大同技術學院,二專(日間),0,10,8,2
,103,1,私立,技專校院,1188,大同技術學院,二專(進修),54,5,3,2
,103,1,私立,技專校院,1188,大同技術學院,五專,231,19,12,7
,103,1,私立,技專校院,1188,大同技術學院,學士班(日間),1776,69,26,43
