,學年度,學期,設立別 ,學校類別,學校代碼,學校名稱,系所名稱,學制,輔系人次
,103,1,公立,一般大學,17,國立臺北大學,資訊工程學系,學士班(日間),8
,103,1,公立,一般大學,17,國立臺北大學,通訊工程學系,碩士班(日間),3
,103,1,公立,一般大學,17,國立臺北大學,社會工作學系,學士班(日間),14
,103,1,公立,一般大學,17,國立臺北大學,社會工作學系,學士班(進修),4
,103,1,公立,一般大學,17,國立臺北大學,休閒運動管理學系,學士班(日間),7
,103,1,公立,一般大學,18,國立嘉義大學,教育學系,學士班(日間),12
,103,1,公立,一般大學,18,國立嘉義大學,幼兒教育學系,學士班(日間),1
,103,1,公立,一般大學,18,國立嘉義大學,特殊教育學系,學士班(日間),2
,103,1,公立,一般大學,18,國立嘉義大學,數位學習設計與管理學系,學士班(日間),22
,103,1,公立,一般大學,18,國立嘉義大學,視覺藝術學系,學士班(日間),1
,103,1,公立,一般大學,18,國立嘉義大學,中國文學系,學士班(日間),1
,103,1,公立,一般大學,18,國立嘉義大學,外國語言學系,學士班(日間),7
,103,1,公立,一般大學,18,國立嘉義大學,應用歷史學系,學士班(日間),2
,103,1,公立,一般大學,18,國立嘉義大學,輔導與諮商學系,學士班(日間),2
,103,1,公立,一般大學,18,國立嘉義大學,企業管理學系,學士班(日間),1
,103,1,公立,一般大學,18,國立嘉義大學,生物事業管理學系,學士班(日間),3
,103,1,公立,一般大學,18,國立嘉義大學,水生生物科學系,學士班(日間),1
,103,1,公立,一般大學,18,國立嘉義大學,生物資源學系,學士班(日間),1
,103,1,公立,一般大學,18,國立嘉義大學,微生物免疫與生物藥學系,學士班(日間),1
,103,1,公立,一般大學,18,國立嘉義大學,應用化學系,學士班(日間),1
,103,1,公立,一般大學,18,國立嘉義大學,應用數學系,學士班(日間),1
,103,1,公立,一般大學,18,國立嘉義大學,生物機電工程學系,學士班(日間),2
,103,1,公立,一般大學,18,國立嘉義大學,農藝學系,學士班(日間),2
,103,1,公立,一般大學,18,國立嘉義大學,動物科學系,學士班(日間),1
,103,1,公立,一般大學,18,國立嘉義大學,園藝學系,學士班(日間),3
,103,1,公立,一般大學,18,國立嘉義大學,園藝學系,學士班(進修),1
,103,1,公立,一般大學,18,國立嘉義大學,食品科學系,學士班(日間),4
,103,1,公立,一般大學,18,國立嘉義大學,生物農業科技學系,學士班(日間),1
,103,1,公立,一般大學,18,國立嘉義大學,森林暨自然資源學系,學士班(日間),4
,103,1,公立,一般大學,18,國立嘉義大學,木質材料與設計學系,學士班(日間),2
,103,1,公立,一般大學,18,國立嘉義大學,體育與健康休閒學系,學士班(日間),2
,103,1,公立,一般大學,19,國立高雄大學,西洋語文學系,學士班(日間),14
,103,1,公立,一般大學,19,國立高雄大學,東亞語文學系,學士班(日間),1
,103,1,公立,一般大學,19,國立高雄大學,亞太工商管理學系,學士班(日間),4
,103,1,公立,一般大學,19,國立高雄大學,生命科學系,學士班(日間),1
,103,1,公立,一般大學,19,國立高雄大學,應用化學系,學士班(日間),1
,103,1,公立,一般大學,19,國立高雄大學,應用數學系,學士班(日間),3
,103,1,公立,一般大學,19,國立高雄大學,資訊管理學系,學士班(日間),1
,103,1,公立,一般大學,19,國立高雄大學,土木與環境工程學系,學士班(日間),1
,103,1,公立,一般大學,19,國立高雄大學,運動競技學系,學士班(日間),2
,103,1,公立,一般大學,19,國立高雄大學,運動健康與休閒學系,學士班(日間),3
,103,1,公立,一般大學,20,國立東華大學,課程設計與潛能開發學系,學士班(日間),84
,103,1,公立,一般大學,20,國立東華大學,體育與運動科學系,學士班(日間),61
,103,1,公立,一般大學,20,國立東華大學,幼兒教育學系,學士班(日間),7
,103,1,公立,一般大學,20,國立東華大學,特殊教育學系,學士班(日間),19
,103,1,公立,一般大學,20,國立東華大學,教育行政與管理學系,學士班(日間),66
,103,1,公立,一般大學,20,國立東華大學,藝術與設計學系,學士班(日間),12
,103,1,公立,一般大學,20,國立東華大學,藝術創意產業學系,學士班(日間),68
,103,1,公立,一般大學,20,國立東華大學,中國語文學系,學士班(日間),29
,103,1,公立,一般大學,20,國立東華大學,華文文學系,學士班(日間),74
,103,1,公立,一般大學,20,國立東華大學,英美語文學系,學士班(日間),32
,103,1,公立,一般大學,20,國立東華大學,民族語言與傳播學系,學士班(日間),95
,103,1,公立,一般大學,20,國立東華大學,歷史學系,學士班(日間),98
,103,1,公立,一般大學,20,國立東華大學,經濟學系,學士班(日間),154
,103,1,公立,一般大學,20,國立東華大學,社會學系,學士班(日間),65
,103,1,公立,一般大學,20,國立東華大學,民族事務與發展學系,學士班(日間),27
,103,1,公立,一般大學,20,國立東華大學,族群關係與文化學系,學士班(日間),94
,103,1,公立,一般大學,20,國立東華大學,諮商與臨床心理學系,學士班(日間),19
,103,1,公立,一般大學,20,國立東華大學,臺灣文化學系,學士班(日間),71
,103,1,公立,一般大學,20,國立東華大學,公共行政學系,學士班(日間),11
,103,1,公立,一般大學,20,國立東華大學,會計學系,學士班(日間),36
,103,1,公立,一般大學,20,國立東華大學,企業管理學系,學士班(日間),77
,103,1,公立,一般大學,20,國立東華大學,國際企業學系,學士班(日間),71
,103,1,公立,一般大學,20,國立東華大學,財務金融學系,學士班(日間),46
,103,1,公立,一般大學,20,國立東華大學,管理學院管理科學與財金國際學士學位學程,學士班(日間),4
,103,1,公立,一般大學,20,國立東華大學,法律學士學位學程,學士班(日間),8
,103,1,公立,一般大學,20,國立東華大學,生命科學系,學士班(日間),6
,103,1,公立,一般大學,20,國立東華大學,化學系,學士班(日間),3
,103,1,公立,一般大學,20,國立東華大學,物理學系,學士班(日間),15
,103,1,公立,一般大學,20,國立東華大學,應用數學系,學士班(日間),24
,103,1,公立,一般大學,20,國立東華大學,資訊管理學系,學士班(日間),40
,103,1,公立,一般大學,20,國立東華大學,電機工程學系,學士班(日間),8
,103,1,公立,一般大學,20,國立東華大學,光電工程學系,學士班(日間),11
,103,1,公立,一般大學,20,國立東華大學,資訊工程學系,學士班(日間),18
,103,1,公立,一般大學,20,國立東華大學,材料科學與工程學系,學士班(日間),2
,103,1,公立,一般大學,20,國立東華大學,民族社會工作學士學位學程,學士班(日間),2
,103,1,公立,一般大學,20,國立東華大學,觀光暨休閒遊憩學系,學士班(日間),76
,103,1,公立,一般大學,20,國立東華大學,自然資源與環境學系,學士班(日間),53
,103,1,公立,一般大學,21,國立暨南國際大學,國際文教與比較教育學系,學士班(日間),10
,103,1,公立,一般大學,21,國立暨南國際大學,教育政策與行政學系,學士班(日間),41
,103,1,公立,一般大學,21,國立暨南國際大學,中國語文學系,學士班(日間),11
,103,1,公立,一般大學,21,國立暨南國際大學,外國語文學系,學士班(日間),29
,103,1,公立,一般大學,21,國立暨南國際大學,歷史學系,學士班(日間),17
,103,1,公立,一般大學,21,國立暨南國際大學,經濟學系,學士班(日間),2
,103,1,公立,一般大學,21,國立暨南國際大學,公共行政與政策學系,學士班(日間),4
,103,1,公立,一般大學,21,國立暨南國際大學,國際企業學系,學士班(日間),4
,103,1,公立,一般大學,21,國立暨南國際大學,資訊管理學系,學士班(日間),1
,103,1,公立,一般大學,21,國立暨南國際大學,電機工程學系,學士班(日間),2
,103,1,公立,一般大學,21,國立暨南國際大學,觀光休閒與餐旅管理學系,學士班(日間),6
,103,1,公立,一般大學,28,國立臺北藝術大學,美術學系,學士班(日間),5
,103,1,公立,一般大學,28,國立臺北藝術大學,傳統音樂學系,學士班(日間),4
,103,1,公立,一般大學,28,國立臺北藝術大學,劇場設計學系,學士班(日間),1
,103,1,公立,一般大學,28,國立臺北藝術大學,電影創作學系,學士班(日間),5
,103,1,公立,一般大學,28,國立臺北藝術大學,動畫學系,學士班(日間),6
,103,1,公立,一般大學,28,國立臺北藝術大學,新媒體藝術學系,學士班(日間),6
,103,1,公立,一般大學,29,國立臺灣藝術大學,美術學系,學士班(日間),7
,103,1,公立,一般大學,29,國立臺灣藝術大學,美術學系,學士班(進修),5
,103,1,公立,一般大學,29,國立臺灣藝術大學,書畫藝術學系,學士班(日間),7
,103,1,公立,一般大學,29,國立臺灣藝術大學,書畫藝術學系,學士班(進修),2
,103,1,公立,一般大學,29,國立臺灣藝術大學,雕塑學系,學士班(日間),2
,103,1,公立,一般大學,29,國立臺灣藝術大學,工藝設計學系,學士班(日間),2
,103,1,公立,一般大學,29,國立臺灣藝術大學,工藝設計學系,學士班(進修),1
,103,1,公立,一般大學,29,國立臺灣藝術大學,音樂學系,學士班(進修),1
,103,1,公立,一般大學,29,國立臺灣藝術大學,中國音樂學系,學士班(日間),7
,103,1,公立,一般大學,29,國立臺灣藝術大學,中國音樂學系,學士班(進修),1
,103,1,公立,一般大學,29,國立臺灣藝術大學,戲劇學系,學士班(日間),5
,103,1,公立,一般大學,29,國立臺灣藝術大學,舞蹈學系,學士班(日間),1
,103,1,公立,一般大學,29,國立臺灣藝術大學,舞蹈學系,學士班(進修),1
,103,1,公立,一般大學,29,國立臺灣藝術大學,電影學系,學士班(日間),5
,103,1,公立,一般大學,29,國立臺灣藝術大學,古蹟藝術修護學系,學士班(日間),5
,103,1,公立,一般大學,29,國立臺灣藝術大學,多媒體動畫藝術學系,學士班(日間),2
,103,1,公立,一般大學,29,國立臺灣藝術大學,視覺傳達設計學系,學士班(日間),3
,103,1,公立,一般大學,29,國立臺灣藝術大學,視覺傳達設計學系,學士班(進修),2
,103,1,公立,一般大學,29,國立臺灣藝術大學,廣播電視學系,學士班(日間),13
,103,1,公立,一般大學,29,國立臺灣藝術大學,廣播電視學系,學士班(進修),7
,103,1,公立,一般大學,29,國立臺灣藝術大學,圖文傳播藝術學系,學士班(日間),3
,103,1,公立,一般大學,29,國立臺灣藝術大學,圖文傳播藝術學系,學士班(進修),5
,103,1,公立,一般大學,30,國立臺東大學,教育學系,學士班(日間),4
,103,1,公立,一般大學,30,國立臺東大學,特殊教育學系,學士班(日間),1
,103,1,公立,一般大學,30,國立臺東大學,數位媒體與文教產業學系,學士班(日間),1
,103,1,公立,一般大學,30,國立臺東大學,英美語文學系,學士班(日間),2
,103,1,公立,一般大學,30,國立臺東大學,公共與文化事務學系,學士班(日間),1
,103,1,公立,一般大學,30,國立臺東大學,生命科學系,學士班(日間),1
,103,1,公立,一般大學,30,國立臺東大學,文化資源與休閒產業學系,學士班(日間),5
,103,1,公立,一般大學,30,國立臺東大學,身心整合與運動休閒產業學系,學士班(日間),1
,103,1,公立,一般大學,31,國立宜蘭大學,外國語文學系,學士班(日間),1
,103,1,公立,一般大學,31,國立宜蘭大學,應用經濟與管理學系,學士班(日間),1
,103,1,公立,一般大學,31,國立宜蘭大學,電子工程學系,學士班(日間),1
,103,1,公立,一般大學,31,國立宜蘭大學,生物機電工程學系,學士班(日間),1
,103,1,公立,一般大學,31,國立宜蘭大學,環境工程學系,學士班(日間),2
,103,1,公立,一般大學,31,國立宜蘭大學,園藝學系,學士班(日間),3
,103,1,公立,一般大學,31,國立宜蘭大學,休閒產業與健康促進學系,學士班(日間),10
,103,1,公立,一般大學,32,國立聯合大學,臺灣語文與傳播學系,學士班(日間),4
,103,1,公立,一般大學,32,國立聯合大學,華語文學系,學士班(日間),13
,103,1,公立,一般大學,32,國立聯合大學,工業設計學系,學士班(日間),4
,103,1,公立,一般大學,32,國立聯合大學,經營管理學系,學士班(日間),9
,103,1,公立,一般大學,32,國立聯合大學,資訊管理學系,學士班(日間),2
,103,1,公立,一般大學,32,國立聯合大學,電機工程學系,學士班(日間),2
,103,1,公立,一般大學,32,國立聯合大學,光電工程學系,學士班(日間),1
,103,1,公立,一般大學,32,國立聯合大學,資訊工程學系,學士班(日間),2
,103,1,公立,一般大學,32,國立聯合大學,機械工程學系,學士班(日間),1
,103,1,公立,一般大學,32,國立聯合大學,土木與防災工程學系,學士班(日間),1
,103,1,公立,一般大學,32,國立聯合大學,材料科學工程學系,學士班(日間),1
,103,1,公立,一般大學,32,國立聯合大學,能源工程學系,學士班(日間),2
,103,1,公立,一般大學,32,國立聯合大學,建築學系,學士班(日間),1
,103,1,公立,一般大學,37,國立臺北教育大學,教育學系,學士班(日間),29
,103,1,公立,一般大學,37,國立臺北教育大學,自然科學教育學系,學士班(日間),1
,103,1,公立,一般大學,37,國立臺北教育大學,數學暨資訊教育學系,學士班(日間),3
,103,1,公立,一般大學,37,國立臺北教育大學,兒童英語教育學系,學士班(日間),15
,103,1,公立,一般大學,37,國立臺北教育大學,體育學系,學士班(日間),3
,103,1,公立,一般大學,37,國立臺北教育大學,幼兒與家庭教育學系,學士班(日間),25
,103,1,公立,一般大學,37,國立臺北教育大學,特殊教育學系,學士班(日間),12
,103,1,公立,一般大學,37,國立臺北教育大學,教育經營與管理學系,學士班(日間),22
,103,1,公立,一般大學,37,國立臺北教育大學,音樂學系,學士班(日間),2
,103,1,公立,一般大學,37,國立臺北教育大學,藝術與造形設計學系,學士班(日間),18
,103,1,公立,一般大學,37,國立臺北教育大學,文化創意產業經營學系,學士班(日間),7
,103,1,公立,一般大學,37,國立臺北教育大學,語文與創作學系,學士班(日間),25
,103,1,公立,一般大學,37,國立臺北教育大學,心理與諮商學系,學士班(日間),3
,103,1,公立,一般大學,37,國立臺北教育大學,社會與區域發展學系,學士班(日間),13
,103,1,公立,一般大學,37,國立臺北教育大學,資訊科學系,學士班(日間),1
,103,1,公立,一般大學,38,國立新竹教育大學,教育心理與諮商學系,學士班(日間),15
,103,1,公立,一般大學,38,國立新竹教育大學,教育與學習科技學系,學士班(日間),47
,103,1,公立,一般大學,38,國立新竹教育大學,英語教學系,學士班(日間),4
,103,1,公立,一般大學,38,國立新竹教育大學,體育學系,學士班(日間),1
,103,1,公立,一般大學,38,國立新竹教育大學,幼兒教育學系,學士班(日間),19
,103,1,公立,一般大學,38,國立新竹教育大學,特殊教育學系,學士班(日間),5
,103,1,公立,一般大學,38,國立新竹教育大學,音樂學系,學士班(日間),1
,103,1,公立,一般大學,38,國立新竹教育大學,藝術與設計學系,學士班(日間),2
,103,1,公立,一般大學,38,國立新竹教育大學,中國語文學系,學士班(日間),7
,103,1,公立,一般大學,38,國立新竹教育大學,應用數學系,學士班(日間),4
,103,1,公立,一般大學,38,國立新竹教育大學,環境與文化資源學系,學士班(日間),5
,103,1,公立,一般大學,39,國立臺中教育大學,教育學系,學士班(日間),2
,103,1,公立,一般大學,39,國立臺中教育大學,語文教育學系,學士班(日間),6
,103,1,公立,一般大學,39,國立臺中教育大學,體育學系,學士班(日間),1
,103,1,公立,一般大學,39,國立臺中教育大學,幼兒教育學系,學士班(日間),1
,103,1,公立,一般大學,39,國立臺中教育大學,特殊教育學系,學士班(日間),7
,103,1,公立,一般大學,39,國立臺中教育大學,音樂學系,學士班(日間),6
,103,1,公立,一般大學,39,國立臺中教育大學,臺灣語文學系,學士班(日間),5
,103,1,公立,一般大學,39,國立臺中教育大學,英語學系,學士班(日間),16
,103,1,公立,一般大學,39,國立臺中教育大學,文化創意產業設計與營運學系,學士班(日間),3
,103,1,公立,一般大學,39,國立臺中教育大學,諮商與應用心理學系,學士班(日間),15
,103,1,公立,一般大學,39,國立臺中教育大學,區域與社會發展學系,學士班(日間),3
,103,1,公立,一般大學,39,國立臺中教育大學,國際企業學系,學士班(日間),37
,103,1,公立,一般大學,44,國立體育大學,運動保健學系,學士班(日間),4
,103,1,公立,一般大學,44,國立體育大學,體育推廣學系,學士班(日間),1
,103,1,公立,一般大學,44,國立體育大學,適應體育學系,學士班(日間),1
,103,1,公立,一般大學,48,國立金門大學,企業管理學系,學士班(日間),1
,103,1,公立,一般大學,52,國立屏東大學,教育學系,學士班(日間),38
,103,1,公立,一般大學,52,國立屏東大學,體育學系,學士班(日間),1
,103,1,公立,一般大學,52,國立屏東大學,幼兒教育學系,學士班(日間),5
,103,1,公立,一般大學,52,國立屏東大學,特殊教育學系,學士班(日間),2
,103,1,公立,一般大學,52,國立屏東大學,中國語文學系,學士班(日間),4
,103,1,公立,一般大學,52,國立屏東大學,英語學系,學士班(日間),4
,103,1,公立,一般大學,52,國立屏東大學,文化創意產業學系,學士班(日間),6
,103,1,公立,一般大學,52,國立屏東大學,社會發展學系,學士班(日間),4
,103,1,公立,一般大學,52,國立屏東大學,企業管理學系,學士班(日間),1
,103,1,公立,一般大學,52,國立屏東大學,國際貿易學系,學士班(日間),2
,103,1,公立,一般大學,52,國立屏東大學,財務金融學系,學士班(日間),1
,103,1,公立,一般大學,52,國立屏東大學,不動產經營學系,學士班(日間),1
,103,1,公立,一般大學,52,國立屏東大學,資訊管理學系,學士班(進修),2
,103,1,公立,一般大學,52,國立屏東大學,資訊工程學系,學士班(日間),1
,103,1,公立,一般大學,52,國立屏東大學,電腦與通訊學系,學士班(日間),1
,103,1,公立,一般大學,3002,臺北市立大學,教育學系,學士班(日間),26
,103,1,公立,一般大學,3002,臺北市立大學,英語教學系,學士班(日間),5
,103,1,公立,一般大學,3002,臺北市立大學,體育學系,學士班(日間),3
,103,1,公立,一般大學,3002,臺北市立大學,幼兒教育學系,學士班(日間),26
,103,1,公立,一般大學,3002,臺北市立大學,特殊教育學系,學士班(日間),17
,103,1,公立,一般大學,3002,臺北市立大學,學習與媒材設計學系,學士班(日間),2
,103,1,公立,一般大學,3002,臺北市立大學,中國語文學系,學士班(日間),4
,103,1,公立,一般大學,3002,臺北市立大學,歷史與地理學系,學士班(日間),13
,103,1,公立,一般大學,3002,臺北市立大學,心理與諮商學系,學士班(日間),5
,103,1,公立,一般大學,3002,臺北市立大學,社會暨公共事務學系,學士班(日間),3
,103,1,公立,一般大學,3002,臺北市立大學,應用物理暨化學系,學士班(日間),1
,103,1,公立,一般大學,3002,臺北市立大學,地球環境暨生物資源學系,學士班(日間),1
,103,1,公立,一般大學,3002,臺北市立大學,數學系,學士班(日間),3
,103,1,公立,一般大學,3002,臺北市立大學,資訊科學系,學士班(日間),1
,103,1,公立,一般大學,3002,臺北市立大學,陸上運動學系,學士班(日間),1
,103,1,公立,一般大學,3002,臺北市立大學,技擊運動學系,學士班(日間),1
,103,1,公立,技專校院,22,國立臺灣科技大學,應用外語系,學士班(日間),37
,103,1,公立,技專校院,22,國立臺灣科技大學,應用外語系,學士班(進修),1
,103,1,公立,技專校院,22,國立臺灣科技大學,創意設計學士班,學士班(日間),11
,103,1,公立,技專校院,22,國立臺灣科技大學,工商業設計系,學士班(日間),10
,103,1,公立,技專校院,22,國立臺灣科技大學,企業管理系,學士班(日間),41
,103,1,公立,技專校院,22,國立臺灣科技大學,工業管理系,學士班(日間),27
,103,1,公立,技專校院,22,國立臺灣科技大學,管理學士班,學士班(日間),30
,103,1,公立,技專校院,22,國立臺灣科技大學,應用科技學士學位學程,學士班(日間),6
,103,1,公立,技專校院,22,國立臺灣科技大學,資訊管理系,學士班(日間),21
,103,1,公立,技專校院,22,國立臺灣科技大學,電機工程系,學士班(日間),13
,103,1,公立,技專校院,22,國立臺灣科技大學,電子工程系,學士班(日間),22
,103,1,公立,技專校院,22,國立臺灣科技大學,資訊工程系,學士班(日間),9
,103,1,公立,技專校院,22,國立臺灣科技大學,電資學士班,學士班(日間),13
,103,1,公立,技專校院,22,國立臺灣科技大學,機械工程系,學士班(日間),22
,103,1,公立,技專校院,22,國立臺灣科技大學,營建工程系,學士班(日間),6
,103,1,公立,技專校院,22,國立臺灣科技大學,化學工程系,學士班(日間),19
,103,1,公立,技專校院,22,國立臺灣科技大學,材料科學與工程系,學士班(日間),28
,103,1,公立,技專校院,22,國立臺灣科技大學,建築系,學士班(日間),1
,103,1,公立,技專校院,23,國立雲林科技大學,文化資產維護系,學士班(日間),13
,103,1,公立,技專校院,23,國立雲林科技大學,應用外語系,學士班(日間),16
,103,1,公立,技專校院,23,國立雲林科技大學,創意生活設計系,學士班(日間),2
,103,1,公立,技專校院,23,國立雲林科技大學,視覺傳達設計系,學士班(日間),1
,103,1,公立,技專校院,23,國立雲林科技大學,數位媒體設計系,學士班(日間),1
,103,1,公立,技專校院,23,國立雲林科技大學,工業設計系,學士班(日間),1
,103,1,公立,技專校院,23,國立雲林科技大學,企業管理系,學士班(日間),6
,103,1,公立,技專校院,23,國立雲林科技大學,財務金融系,學士班(日間),1
,103,1,公立,技專校院,23,國立雲林科技大學,工業工程與管理系,學士班(日間),1
,103,1,公立,技專校院,23,國立雲林科技大學,資訊管理系,學士班(日間),2
,103,1,公立,技專校院,23,國立雲林科技大學,電機工程系,學士班(日間),2
,103,1,公立,技專校院,23,國立雲林科技大學,電子工程系,學士班(日間),1
,103,1,公立,技專校院,23,國立雲林科技大學,資訊工程系,學士班(日間),1
,103,1,公立,技專校院,23,國立雲林科技大學,機械工程系,學士班(日間),3
,103,1,公立,技專校院,23,國立雲林科技大學,化學工程與材料工程系,學士班(日間),6
,103,1,公立,技專校院,23,國立雲林科技大學,環境與安全衛生工程系,學士班(日間),2
,103,1,公立,技專校院,24,國立屏東科技大學,機械工程系,學士班(日間),1
,103,1,公立,技專校院,24,國立屏東科技大學,車輛工程系,學士班(日間),2
,103,1,公立,技專校院,24,國立屏東科技大學,生物機電工程系,學士班(日間),2
,103,1,公立,技專校院,24,國立屏東科技大學,土木工程系,學士班(日間),3
,103,1,公立,技專校院,24,國立屏東科技大學,環境工程與科學系,學士班(日間),1
,103,1,公立,技專校院,24,國立屏東科技大學,農園生產系,學士班(日間),2
,103,1,公立,技專校院,24,國立屏東科技大學,熱帶農業暨國際合作系,學士班(日間),1
,103,1,公立,技專校院,24,國立屏東科技大學,農企業管理系,學士班(日間),1
,103,1,公立,技專校院,24,國立屏東科技大學,木材科學與設計系,學士班(日間),1
,103,1,公立,技專校院,24,國立屏東科技大學,幼兒保育系,學士班(進修),1
,103,1,公立,技專校院,25,國立臺北科技大學,應用英文系,學士班(日間),2
,103,1,公立,技專校院,25,國立臺北科技大學,經營管理系,學士班(日間),1
,103,1,公立,技專校院,25,國立臺北科技大學,文化事業發展系,學士班(日間),3
,103,1,公立,技專校院,25,國立臺北科技大學,電資學士班,學士班(日間),1
,103,1,公立,技專校院,25,國立臺北科技大學,機械工程系,學士班(日間),3
,103,1,公立,技專校院,25,國立臺北科技大學,車輛工程系,學士班(日間),2
,103,1,公立,技專校院,25,國立臺北科技大學,土木工程系,學士班(日間),1
,103,1,公立,技專校院,25,國立臺北科技大學,化學工程與生物科技系,學士班(日間),1
,103,1,公立,技專校院,25,國立臺北科技大學,材料及資源工程系,學士班(日間),2
,103,1,公立,技專校院,26,國立高雄第一科技大學,應用英語系,學士班(日間),18
,103,1,公立,技專校院,26,國立高雄第一科技大學,應用德語系,學士班(日間),33
,103,1,公立,技專校院,26,國立高雄第一科技大學,應用日語系,學士班(日間),7
,103,1,公立,技專校院,26,國立高雄第一科技大學,金融系,學士班(日間),3
,103,1,公立,技專校院,26,國立高雄第一科技大學,風險管理與保險系,學士班(日間),10
,103,1,公立,技專校院,26,國立高雄第一科技大學,行銷與流通管理系,學士班(日間),8
,103,1,公立,技專校院,26,國立高雄第一科技大學,運籌管理系,學士班(日間),8
,103,1,公立,技專校院,26,國立高雄第一科技大學,資訊管理系,學士班(日間),7
,103,1,公立,技專校院,26,國立高雄第一科技大學,機械與自動化工程系,學士班(日間),1
,103,1,公立,技專校院,27,國立高雄應用科技大學,應用外語系,學士班(日間),13
,103,1,公立,技專校院,27,國立高雄應用科技大學,應用外語系,學士班(進修),1
,103,1,公立,技專校院,27,國立高雄應用科技大學,會計系,學士班(日間),2
,103,1,公立,技專校院,27,國立高雄應用科技大學,會計系,學士班(進修),2
,103,1,公立,技專校院,27,國立高雄應用科技大學,文化創意產業系,學士班(日間),1
,103,1,公立,技專校院,27,國立高雄應用科技大學,資訊管理系,學士班(日間),2
,103,1,公立,技專校院,27,國立高雄應用科技大學,電機工程系,學士班(日間),1
,103,1,公立,技專校院,27,國立高雄應用科技大學,電子工程系,學士班(日間),1
,103,1,公立,技專校院,27,國立高雄應用科技大學,機械工程系,學士班(日間),2
,103,1,公立,技專校院,27,國立高雄應用科技大學,化學工程與材料工程系,學士班(日間),2
,103,1,公立,技專校院,27,國立高雄應用科技大學,工業工程與管理系,學士班(日間),1
,103,1,公立,技專校院,27,國立高雄應用科技大學,觀光管理系,學士班(日間),1
,103,1,公立,技專校院,33,國立虎尾科技大學,企業管理系,學士班(日間),2
,103,1,公立,技專校院,33,國立虎尾科技大學,生物科技系,學士班(日間),1
,103,1,公立,技專校院,33,國立虎尾科技大學,飛機工程系航空電子組,學士班(日間),1
,103,1,公立,技專校院,34,國立高雄海洋科技大學,海洋生物技術系,學士班(日間),2
,103,1,公立,技專校院,34,國立高雄海洋科技大學,海洋環境工程系,學士班(日間),1
,103,1,公立,技專校院,42,國立澎湖科技大學,應用外語系,學士班(日間),4
,103,1,公立,技專校院,42,國立澎湖科技大學,電信工程系,學士班(日間),1
,103,1,公立,技專校院,43,國立勤益科技大學,應用英語系,學士班(日間),15
,103,1,公立,技專校院,43,國立勤益科技大學,資訊管理系,學士班(日間),2
,103,1,公立,技專校院,43,國立勤益科技大學,電機工程系,學士班(日間),1
,103,1,公立,技專校院,43,國立勤益科技大學,休閒產業管理系,學士班(日間),1
,103,1,公立,技專校院,46,國立臺北護理健康大學,生死與健康心理諮商系,學士班(日間),1
,103,1,公立,技專校院,46,國立臺北護理健康大學,資訊管理系,學士班(日間),1
,103,1,公立,技專校院,46,國立臺北護理健康大學,護理系,學士班(日間),1
,103,1,公立,技專校院,46,國立臺北護理健康大學,運動保健系,學士班(日間),1
,103,1,公立,技專校院,47,國立高雄餐旅大學,應用日語系,學士班(日間),2
,103,1,公立,技專校院,47,國立高雄餐旅大學,旅館管理系,學士班(進修),1
,103,1,公立,技專校院,47,國立高雄餐旅大學,餐飲管理系,學士班(進修),7
,103,1,公立,技專校院,47,國立高雄餐旅大學,中餐廚藝系,學士班(日間),1
,103,1,公立,技專校院,47,國立高雄餐旅大學,餐旅暨會展行銷管理系,學士班(進修),2
,103,1,公立,技專校院,47,國立高雄餐旅大學,休閒暨遊憩管理系,學士班(日間),1
,103,1,公立,技專校院,47,國立高雄餐旅大學,國際觀光學士學位學程,學士班(日間),1
,103,1,公立,技專校院,50,國立臺中科技大學,應用中文系,學士班(日間),41
,103,1,公立,技專校院,50,國立臺中科技大學,應用英語系,學士班(日間),19
,103,1,公立,技專校院,50,國立臺中科技大學,應用日語系,學士班(日間),20
,103,1,公立,技專校院,50,國立臺中科技大學,多媒體設計系,學士班(日間),1
,103,1,公立,技專校院,50,國立臺中科技大學,商業設計系,學士班(日間),4
,103,1,公立,技專校院,50,國立臺中科技大學,會計資訊系,學士班(日間),5
,103,1,公立,技專校院,50,國立臺中科技大學,企業管理系,學士班(日間),8
,103,1,公立,技專校院,50,國立臺中科技大學,國際貿易與經營系,學士班(日間),24
,103,1,公立,技專校院,50,國立臺中科技大學,財務金融系,學士班(日間),5
,103,1,公立,技專校院,50,國立臺中科技大學,保險金融管理系,學士班(日間),6
,103,1,公立,技專校院,50,國立臺中科技大學,財政稅務系,學士班(日間),4
,103,1,公立,技專校院,50,國立臺中科技大學,流通管理系,學士班(日間),5
,103,1,公立,技專校院,50,國立臺中科技大學,應用統計系,學士班(日間),22
,103,1,公立,技專校院,50,國立臺中科技大學,資訊工程系,學士班(日間),1
,103,1,公立,技專校院,50,國立臺中科技大學,休閒事業經營系,學士班(日間),7
,103,1,公立,技專校院,51,國立臺北商業大學,應用外語系,學士班(日間),7
,103,1,公立,技專校院,51,國立臺北商業大學,企業管理系,學士班(日間),3
,103,1,公立,技專校院,51,國立臺北商業大學,國際商務系,學士班(日間),2
,103,1,公立,技專校院,51,國立臺北商業大學,財政稅務系,學士班(日間),1
,103,1,私立,一般大學,1001,東海大學,美術學系,學士班(日間),3
,103,1,私立,一般大學,1001,東海大學,美術學系,學士班(進修),3
,103,1,私立,一般大學,1001,東海大學,中國文學系,學士班(日間),15
